"state_cd","state","year","cms_notes","cms_plan_type","cms_program_name","cms_plan_name","cms_geographic_region","cms_medicaid_only_enrollment","cms_dual_enrollment","cms_total_enrollment","cms_parent_organization","kff_mco_name","kff_parent_firm","kff_comprehensive_plan_flag","taf_enrollee_count","taf_n_enrollees_at_least_one_claim","cms_plan_unmatched","taf_plan_unmatched","matched_last_year","matched_next_year","matched","chse_blue_cross_blue_shield_flag","chse_parent_firm","chse_mco_name","taf_no_enrollment_or_claims"
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","UnitedHealthcare Insurance Company, dba United Healthcare Community Plan","Harris SDA, Jefferson SDA, Nueces SDA, Travis SDA, MRSA Central, MRSA Northeast",0,0,0,"UnitedHealthcare","United Healthcare Community Plan","UnitedHealth Group",1,62097,NA,0,0,1,1,1,0,"United Healthcare","United Healthcare Community Plan",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","Molina Healthcare of Texas, Inc.","Bexar SDA, Dallas SDA, El Paso SDA, Harris SDA, Hidalgo SDA, Jefferson SDA",0,0,0,"Molina Healthcare","Molina Healthcare of Texas","Molina",1,15217,NA,0,0,1,1,1,0,"Molina","Molina Healthcare of Texas, Inc.",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7285,NA,0,1,0,0,0,0,"Molina","Molina Healthcare of Texas, Inc.",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1935,NA,0,1,0,0,0,0,"Molina","Molina Healthcare of Texas, Inc.",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20156,NA,0,1,0,0,0,0,"United Healthcare","United Healthcare Community Plan",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,61969,NA,0,1,0,0,0,0,"Harris Health System","Community Health Choice Texas, Inc.",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6347,NA,0,1,0,0,0,0,"Anthem","Amerigroup Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO","STAR (Comprehensive MCO)","Driscoll Children's Health Plan","Hidalgo SDA, Nueces SDA",157744,0,157744,"Driscoll","Driscoll Children's Health Plan","",1,89820,NA,0,0,1,1,1,0,"Driscoll","Driscoll Children's Health Plan",0
"TX","Texas",2018,"","Comprehensive MCO","STAR (Comprehensive MCO)","Superior Health Plan, Inc.","Bexar SDA, El Paso SDA, Hidalgo SDA, Lubbock SDA, MRSA Central, MRSA Northeast, MRSA West, Nueces SDA, Travis SDA",0,0,0,"Centene Corporation","Superior Health Plan, Inc.","Centene",1,29831,NA,0,0,1,1,1,0,"Centene","Superior HealthPlan, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","UnitedHealthcare Insurance Company, dba United Healthcare Community Plan","Harris SDA, Jefferson SDA, Nueces SDA, Travis SDA, MRSA Central, MRSA Northeast",0,0,0,"UnitedHealthcare","United Healthcare Community Plan","UnitedHealth Group",1,11859,NA,0,0,1,1,1,0,"United Healthcare","United Healthcare Community Plan",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","Superior HealthPlan, Inc","Bexar SDA, Dallas SDA, Hidalgo SDA, Lubbock SDA, Nueces SDA, MRSA Central, MRSA West",0,0,0,"Centene Corporation","Superior Health Plan, Inc.","Centene",1,12469,NA,0,0,1,1,1,0,"Centene","Superior HealthPlan, Inc.",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3340,NA,0,1,0,0,0,0,"Centene","Superior HealthPlan, Inc.",0
"TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,292,NA,0,1,0,NA,0,0,"Christus Health","Christus Health",0
"TX","Texas",2018,"","Comprehensive MCO","STAR (Comprehensive MCO)","Amerigroup Texas, Inc.","Bexar SDA, Dallas SDA, Harris SDA, Jefferson SDA, Lubbock SDA, MRSA Central, MRSA Northeast, MRSA West, Tarrant SDA",0,0,0,"Amerigroup, Inc.","Amerigroup Texas, Inc.","Anthem",1,10919,NA,0,0,1,1,1,0,"Anthem","Amerigroup Texas, Inc.",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32841,NA,0,1,1,0,0,0,"Harris Health System","Community Health Choice Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO","STAR (Comprehensive MCO)","Molina Healthcare of Texas, Inc.","Dallas SDA, El Paso SDA, Harris SDA, Hidalgo SDA, Jefferson SDA",95739,0,95739,"Molina Healthcare","Molina Healthcare of Texas","Molina",1,6818,NA,0,0,1,1,1,0,"Molina","Molina Healthcare of Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO","STAR (Comprehensive MCO)","Texas Children's Health Plan, Inc.","Harris SDA, Jefferson SDA",348467,0,348467,"Texas Children's","Texas Children's Health Plan","",1,44525,NA,0,0,1,1,1,0,"Texas Children's","Texas Children's Health Plan, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO","STAR (Comprehensive MCO)","UnitedHealthcare Insurance Company, dba United Healthcare Community Plan","Harris SDA, Hidalgo SDA, Jefferson SDA",0,0,0,"UnitedHealthcare","United Healthcare Community Plan","UnitedHealth Group",1,24762,NA,0,0,1,1,1,0,"United Healthcare","United Healthcare Community Plan",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","Amerigroup Texas, Inc.","Bexar SDA, El Paso SDA, Harris SDA, Jefferson SDA, Lubbock SDA, MRSA West, Tarrant SDA, Travis SDA",0,0,0,"Anthem Insurance Companies, Inc.","Amerigroup Texas, Inc.","Anthem",1,7680,NA,0,0,1,1,1,0,"Anthem","Amerigroup Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","UnitedHealthcare Insurance Company, dba United Healthcare Community Plan","Harris SDA, Jefferson SDA, Nueces SDA, Travis SDA, MRSA Central, MRSA Northeast",0,0,0,"UnitedHealthcare","United Healthcare Community Plan","UnitedHealth Group",1,7830,NA,0,0,1,1,1,0,"United Healthcare","United Healthcare Community Plan",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","Molina Healthcare of Texas, Inc.","Bexar SDA, Dallas SDA, El Paso SDA, Harris SDA, Hidalgo SDA, Jefferson SDA",0,0,0,"Molina Healthcare","Molina Healthcare of Texas","Molina",1,7571,NA,0,0,1,1,1,0,"Molina","Molina Healthcare of Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","Amerigroup Texas, Inc.","Bexar SDA, El Paso SDA, Harris SDA, Jefferson SDA, Lubbock SDA, MRSA West, Tarrant SDA, Travis SDA",0,0,0,"Anthem Insurance Companies, Inc.","Amerigroup Texas, Inc.","Anthem",1,1117,NA,0,0,1,1,1,0,"Anthem","Amerigroup Texas, Inc.",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4173,NA,0,1,0,0,0,0,"Harris Health System","Community Health Choice Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","Molina Healthcare of Texas, Inc.","Bexar SDA, Dallas SDA, El Paso SDA, Harris SDA, Hidalgo SDA, Jefferson SDA",35570,51751,87321,"Molina Healthcare","Molina Healthcare of Texas","Molina",1,831,NA,0,0,1,1,1,0,"Molina","Molina Healthcare of Texas, Inc.",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7132,NA,0,1,0,0,0,0,"Texas Children's","Texas Children's Health Plan, Inc.",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4050,NA,0,1,0,0,0,0,"United Healthcare","United Healthcare Community Plan",0
"TX","Texas",2018,"","Comprehensive MCO","STAR (Comprehensive MCO)","Amerigroup Texas, Inc.","Bexar SDA, Dallas SDA, Harris SDA, Jefferson SDA, Lubbock SDA, MRSA Central, MRSA Northeast, MRSA West, Tarrant SDA",0,0,0,"Amerigroup, Inc.","Amerigroup Texas, Inc.","Anthem",1,283329,NA,0,0,1,1,1,0,"Anthem","Amerigroup Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO","STAR (Comprehensive MCO)","Parkland Community Health Plan, Inc.","Dallas SDA",165083,0,165083,"Dallas County Hospital District","Parkland Community Health Plan","Aetna",1,229305,NA,0,0,1,1,1,0,"Dallas County Hospital District","Parkland Community Health Plan, inc.",0
"TX","Texas",2018,"","Comprehensive MCO","STAR (Comprehensive MCO)","Molina Healthcare of Texas, Inc.","Dallas SDA, El Paso SDA, Harris SDA, Hidalgo SDA, Jefferson SDA",0,0,0,"Molina Healthcare","Molina Healthcare of Texas","Molina",1,42160,NA,0,0,1,1,1,0,"Molina","Molina Healthcare of Texas, Inc.",0
"TX","Texas",2018,"","Program of All-Inclusive Care for the Elderly (PACE)","PACE (Program of All-inclusive Care for the Elderly (PACE))","Bienvivir Senior Health Services (El Paso)","79901, 79902, 79903, 79904, 79905, 79907, 79915, 79924, 79925, 79930, 79935, 79936",28,892,920,"PACE",NA,NA,0,1039,NA,0,0,1,1,1,0,"Bienvivir","PACE",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70324,NA,0,1,0,0,0,0,"Anthem","Amerigroup Texas, Inc.",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11686,NA,0,1,0,0,0,0,"Molina","Molina Healthcare of Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","Molina Healthcare of Texas, Inc.","Bexar SDA, Dallas SDA, El Paso SDA, Harris SDA, Hidalgo SDA, Jefferson SDA",0,0,0,"Molina Healthcare","Molina Healthcare of Texas","Molina",1,43523,NA,0,0,1,1,1,0,"Molina","Molina Healthcare of Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","Superior HealthPlan, Inc","Bexar SDA, Dallas SDA, Hidalgo SDA, Lubbock SDA, Nueces SDA, MRSA Central, MRSA West",65788,73702,139490,"Centene Corporation","Superior Health Plan, Inc.","Centene",1,31531,NA,0,0,1,1,1,0,"Centene","Superior HealthPlan, Inc.",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5913,NA,0,1,0,0,0,0,"Molina","Molina Healthcare of Texas, Inc.",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3165,NA,0,1,0,0,0,0,"Centene","Superior HealthPlan, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO","STAR (Comprehensive MCO)","Amerigroup Texas, Inc.","Bexar SDA, Dallas SDA, Harris SDA, Jefferson SDA, Lubbock SDA, MRSA Central, MRSA Northeast, MRSA West, Tarrant SDA",0,0,0,"Amerigroup, Inc.","Amerigroup Texas, Inc.","Anthem",1,30965,NA,0,0,1,1,1,0,"Anthem","Amerigroup Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO","STAR (Comprehensive MCO)","Superior Health Plan, Inc.","Bexar SDA, El Paso SDA, Hidalgo SDA, Lubbock SDA, MRSA Central, MRSA Northeast, MRSA West, Nueces SDA, Travis SDA",0,0,0,"Centene Corporation","Superior Health Plan, Inc.","Centene",1,106707,NA,0,0,1,1,1,0,"Centene","Superior HealthPlan, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO","STAR (Comprehensive MCO)","Scott & White Health Plan","MRSA Central",45067,0,45067,"Baylor Scott & White Holdings","Scott & White Health Plan","",1,65120,NA,0,0,1,1,1,0,"Baylor Scott & White Holdings","Scott & White Health Plan",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","Superior HealthPlan, Inc","Bexar SDA, Dallas SDA, Hidalgo SDA, Lubbock SDA, Nueces SDA, MRSA Central, MRSA West",0,0,0,"Centene Corporation","Superior Health Plan, Inc.","Centene",1,18710,NA,0,0,1,1,1,0,"Centene","Superior HealthPlan, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","UnitedHealthcare Insurance Company, dba United Healthcare Community Plan","Harris SDA, Jefferson SDA, Nueces SDA, Travis SDA, MRSA Central, MRSA Northeast",0,0,0,"UnitedHealthcare","United Healthcare Community Plan","UnitedHealth Group",1,17387,NA,0,0,1,1,1,0,"United Healthcare","United Healthcare Community Plan",0
"TX","Texas",2018,"","Comprehensive MCO","STAR (Comprehensive MCO)","UnitedHealthcare Insurance Company, dba United Healthcare Community Plan","Harris SDA, Hidalgo SDA, Jefferson SDA",139036,0,139036,"UnitedHealthcare","United Healthcare Community Plan","UnitedHealth Group",1,81365,NA,0,0,1,1,1,0,"United Healthcare","United Healthcare Community Plan",0
"TX","Texas",2018,"","Comprehensive MCO","STAR (Comprehensive MCO)","Superior Health Plan, Inc.","Bexar SDA, El Paso SDA, Hidalgo SDA, Lubbock SDA, MRSA Central, MRSA Northeast, MRSA West, Nueces SDA, Travis SDA",0,0,0,"Centene Corporation","Superior Health Plan, Inc.","Centene",1,191340,NA,0,0,1,1,1,0,"Centene","Superior HealthPlan, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO","STAR (Comprehensive MCO)","Molina Healthcare of Texas, Inc.","Dallas SDA, El Paso SDA, Harris SDA, Hidalgo SDA, Jefferson SDA",0,0,0,"Molina Healthcare","Molina Healthcare of Texas","Molina",1,67298,NA,0,0,1,1,1,0,"Molina","Molina Healthcare of Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO","STAR (Comprehensive MCO)","Driscoll Children's Health Plan","Hidalgo SDA, Nueces SDA",0,0,0,"Driscoll","Driscoll Children's Health Plan","",1,122627,NA,0,0,1,1,1,0,"Driscoll","Driscoll Children's Health Plan",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","Superior HealthPlan, Inc","Bexar SDA, Dallas SDA, Hidalgo SDA, Lubbock SDA, Nueces SDA, MRSA Central, MRSA West",0,0,0,"Centene Corporation","Superior Health Plan, Inc.","Centene",1,36115,NA,0,0,1,1,1,0,"Centene","Superior HealthPlan, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","Molina Healthcare of Texas, Inc.","Bexar SDA, Dallas SDA, El Paso SDA, Harris SDA, Hidalgo SDA, Jefferson SDA",0,0,0,"Molina Healthcare","Molina Healthcare of Texas","Molina",1,17329,NA,0,0,1,1,1,0,"Molina","Molina Healthcare of Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR+PLUS (Comprehensive MCO + MLTSS)","HealthSpring Life & Health Insurance Co., Inc.","Hidalgo SDA, MRSA Northeast, Tarrant SDA",0,0,0,"Cigna","HealthSpring Life & Health Insurance Co., Inc.","",1,19768,NA,0,0,1,1,1,0,"Cigna","HealthSpring Life & Health Insurance Co., Inc.",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2791,NA,0,1,0,0,0,0,"Cigna","HealthSpring Life & Health Insurance Co., Inc.",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3247,NA,0,1,0,0,0,0,"Molina","Molina Healthcare of Texas, Inc.",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4169,NA,0,1,0,0,0,0,"Centene","Superior HealthPlan, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Aetna Better Health of Texas Inc.","Tarrant SDA",4807,36,4843,"Aetna","Aetna Better Health of Texas Inc.","Aetna",1,6206,NA,0,0,1,1,1,0,"Aetna","Aetna Better Health of Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Amerigroup Insurance Company","Dallas SDA, El Paso SDA, Harris SDA, MRSA West, Lubbock SDA",26925,147,27072,"Amerigroup, Inc.","Amerigroup Texas, Inc.","Anthem",1,15342,NA,0,0,1,1,1,0,"Anthem","Amerigroup Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Amerigroup Insurance Company","Dallas SDA, El Paso SDA, Harris SDA, MRSA West, Lubbock SDA",0,0,0,"Amerigroup, Inc.","Amerigroup Texas, Inc.","Anthem",1,1822,NA,0,0,1,1,1,0,"Anthem","Amerigroup Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Amerigroup Insurance Company","Dallas SDA, El Paso SDA, Harris SDA, MRSA West, Lubbock SDA",0,0,0,"Amerigroup, Inc.","Amerigroup Texas, Inc.","Anthem",1,10380,NA,0,0,1,1,1,0,"Anthem","Amerigroup Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Amerigroup Insurance Company","Dallas SDA, El Paso SDA, Harris SDA, MRSA West, Lubbock SDA",0,0,0,"Amerigroup, Inc.","Amerigroup Texas, Inc.","Anthem",1,2068,NA,0,0,1,1,1,0,"Anthem","Amerigroup Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Amerigroup Insurance Company","Dallas SDA, El Paso SDA, Harris SDA, MRSA West, Lubbock SDA",0,0,0,"Amerigroup, Inc.","Amerigroup Texas, Inc.","Anthem",1,4407,NA,0,0,1,1,1,0,"Anthem","Amerigroup Texas, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Health Care Service Corporation DBA Blue Cross and Blue Shield of Texas (BCBSTX)","MRSA Central SDA, Travis SDA",7870,48,7918,"Health Care Service Corporation","Blue Cross Blue Shield","Health Care Service Corporation",1,5310,NA,0,0,1,1,1,1,"Health Care Service Corporation","Blue Cross and Blue Shield of Texas",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Health Care Service Corporation DBA Blue Cross and Blue Shield of Texas (BCBSTX)","MRSA Central SDA, Travis SDA",0,0,0,"Health Care Service Corporation","Blue Cross Blue Shield","Health Care Service Corporation",1,4730,NA,0,0,1,1,1,1,"Health Care Service Corporation","Blue Cross and Blue Shield of Texas",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Children's Medical Center Health Plan","Dallas SDA",9202,34,9236,"Children's Health System of Texas","Children's Medical Center","",1,11196,NA,0,0,1,1,1,0,"Children's Health","Children's Medical Center Health Plan",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Community First Health Plans, Inc.","Bexar SDA",7858,41,7899,"Bexar County Hospital District, dba University Health System","Community First Health Plans","",1,9661,NA,0,0,1,1,1,0,"University Health System","Community First Health Plans, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Cook Children's Health Plan","Tarrant SDA",9447,46,9493,"Cook Children's Health Care System","Cook Children's Health Plan","",1,11576,NA,0,0,1,1,1,0,"Cook Children's Health Care System","Cook Children's Health Plan",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Driscoll Children's Health Plan","Hidalgo SDA, Nueces SDA",10396,45,10441,"Driscoll","Driscoll Children's Health Plan","",1,8035,NA,0,0,1,1,1,0,"Driscoll","Driscoll Children's Health Plan",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Driscoll Children's Health Plan","Hidalgo SDA, Nueces SDA",0,0,0,"Driscoll","Driscoll Children's Health Plan","",1,4760,NA,0,0,1,1,1,0,"Driscoll","Driscoll Children's Health Plan",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Superior HealthPlan, Inc.","Bexar SDA, El Paso SDA, Hidalgo SDA, Lubbock SDA, MRSA West SDA, Travis SDA, Nueces SDA",28479,189,28668,"Centene Corporation","Superior Health Plan, Inc.","Centene",1,8331,NA,0,0,1,1,1,0,"Centene","Superior HealthPlan, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Superior HealthPlan, Inc.","Bexar SDA, El Paso SDA, Hidalgo SDA, Lubbock SDA, MRSA West SDA, Travis SDA, Nueces SDA",0,0,0,"Centene Corporation","Superior Health Plan, Inc.","Centene",1,4295,NA,0,0,1,1,1,0,"Centene","Superior HealthPlan, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Superior HealthPlan, Inc.","Bexar SDA, El Paso SDA, Hidalgo SDA, Lubbock SDA, MRSA West SDA, Travis SDA, Nueces SDA",0,0,0,"Centene Corporation","Superior Health Plan, Inc.","Centene",1,9770,NA,0,0,1,1,1,0,"Centene","Superior HealthPlan, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Superior HealthPlan, Inc.","Bexar SDA, El Paso SDA, Hidalgo SDA, Lubbock SDA, MRSA West SDA, Travis SDA, Nueces SDA",0,0,0,"Centene Corporation","Superior Health Plan, Inc.","Centene",1,2045,NA,0,0,1,1,1,0,"Centene","Superior HealthPlan, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Superior HealthPlan, Inc.","Bexar SDA, El Paso SDA, Hidalgo SDA, Lubbock SDA, MRSA West SDA, Travis SDA, Nueces SDA",0,0,0,"Centene Corporation","Superior Health Plan, Inc.","Centene",1,4452,NA,0,0,1,1,1,0,"Centene","Superior HealthPlan, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Superior HealthPlan, Inc.","Bexar SDA, El Paso SDA, Hidalgo SDA, Lubbock SDA, MRSA West SDA, Travis SDA, Nueces SDA",0,0,0,"Centene Corporation","Superior Health Plan, Inc.","Centene",1,4492,NA,0,0,1,1,1,0,"Centene","Superior HealthPlan, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Texas Children's Health Plan, Inc.","Harris SDA, Jefferson SDA, MRSA Northeast SDA",26084,100,26184,"Texas Children's","Texas Children's Health Plan","",1,23344,NA,0,0,1,1,1,0,"Texas Children's","Texas Children's Health Plan, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Texas Children's Health Plan, Inc.","Harris SDA, Jefferson SDA, MRSA Northeast SDA",0,0,0,"Texas Children's","Texas Children's Health Plan","",1,3279,NA,0,0,1,1,1,0,"Texas Children's","Texas Children's Health Plan, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Texas Children's Health Plan, Inc.","Harris SDA, Jefferson SDA, MRSA Northeast SDA",0,0,0,"Texas Children's","Texas Children's Health Plan","",1,5145,NA,0,0,1,1,1,0,"Texas Children's","Texas Children's Health Plan, Inc.",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","UnitedHealthcare Insurance Company, dba United Healthcare Community Plan","Harris SDA, Hidalgo SDA, Jefferson SDA, MRSA Central SDA, MRSA Northeast SDA",0,0,0,"UnitedHealthcare","United Healthcare Community Plan","UnitedHealth Group",1,12152,NA,0,0,1,1,1,0,"United Healthcare","United Healthcare Community Plan",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","UnitedHealthcare Insurance Company, dba United Healthcare Community Plan","Harris SDA, Hidalgo SDA, Jefferson SDA, MRSA Central SDA, MRSA Northeast SDA",30436,159,30595,"UnitedHealthcare","United Healthcare Community Plan","UnitedHealth Group",1,9039,NA,0,0,1,1,1,0,"United Healthcare","United Healthcare Community Plan",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","UnitedHealthcare Insurance Company, dba United Healthcare Community Plan","Harris SDA, Hidalgo SDA, Jefferson SDA, MRSA Central SDA, MRSA Northeast SDA",0,0,0,"UnitedHealthcare","United Healthcare Community Plan","UnitedHealth Group",1,3001,NA,0,0,1,1,1,0,"United Healthcare","United Healthcare Community Plan",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","UnitedHealthcare Insurance Company, dba United Healthcare Community Plan","Harris SDA, Hidalgo SDA, Jefferson SDA, MRSA Central SDA, MRSA Northeast SDA",0,0,0,"UnitedHealthcare","United Healthcare Community Plan","UnitedHealth Group",1,5922,NA,0,0,1,1,1,0,"United Healthcare","United Healthcare Community Plan",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","UnitedHealthcare Insurance Company, dba United Healthcare Community Plan","Harris SDA, Hidalgo SDA, Jefferson SDA, MRSA Central SDA, MRSA Northeast SDA",0,0,0,"UnitedHealthcare","United Healthcare Community Plan","UnitedHealth Group",1,8325,NA,0,0,1,1,1,0,"United Healthcare","United Healthcare Community Plan",0
"TX","Texas",2018,"","Comprehensive MCO + MLTSS","STAR Kids (Comprehensive MCO + MLTSS)","Superior HealthPlan, Inc.","Bexar SDA, El Paso SDA, Hidalgo SDA, Lubbock SDA, MRSA West SDA, Travis SDA, Nueces SDA",0,0,0,"Centene Corporation","Superior Health Plan, Inc.","Centene",1,1939,NA,0,0,1,1,1,0,"Centene","Superior HealthPlan, Inc.",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1065175,NA,0,1,0,0,0,0,"FRB","FRB",0
"TX","Texas",2018,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1321944,NA,0,1,0,0,0,0,"FRB","FRB",0
"TX","Texas",2018,"","Non-Emergency Medical Transportation","Medical Transportation Program (Non-Emergency Medical Transportation)","Project Armistad","Andrews, Borden, Brewster, Crane, Culberson, Dawson, Ector, El Paso, Gaines, Glasscock, Howard, Hudspeth, Jeff Davis, Loving, Martin, Midland, Pecos, Presidio, Reeves, Terrell, Upton, Ward, Winkler",199829,26891,226720,"Project Armistad",NA,NA,0,286481,NA,0,0,1,1,1,0,"Project Armistad","Project Armistad",0
