"state","state_cd","year","cms_plan_type","cms_program_name","cms_plan_name","cms_geographic_region","cms_medicaid_only_enrollment","cms_dual_enrollment","cms_total_enrollment","cms_parent_organization","kff_mco_name","kff_parent_firm","kff_comprehensive_plan","taf_enrollment","taf_enrollment_in_claims","chse_matched_last_year","chse_matched_next_year","chse_blue_cross_blue_shield_flag","chse_parent_firm","chse_mco_name"
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oregon","OR",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Less than 100",NA,0,NA,0,"Multiple Health & Medical Homes","Multiple Health & Medical Homes"
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oregon","OR",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"4245","3718",0,0,0,"Multiple Health & Medical Homes","Multiple Health & Medical Homes"
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oregon","OR",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"148","131",0,NA,0,"Multiple Health & Medical Homes","Multiple Health & Medical Homes"
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oregon","OR",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"173","Less than 100",0,0,0,"Multiple Health & Medical Homes","Multiple Health & Medical Homes"
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","AllCare Health Plan","Curry, Douglas (97410, 97442 only), Jackson, and Josephine Counties",0,0,0,"AllCare Health Plan","AllCare Health Plan","",1,"1022","1043",1,1,0,"AllCare Health","AllCare Health Plan"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","Advanced Health","Coos and Curry Counties",0,0,0,"Advanced Health","Advanced Health","",1,"441","443",1,1,0,"Advanced Health","Advanced Health"
"Oregon","OR",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1168","192",0,0,0,"Multiple Health & Medical Homes","Multiple Health & Medical Homes"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","Cascade Health Alliance","Klamath (97731, 97733, 97737, 97739, 97425 excluded) County",0,0,0,"Cascade Health Alliance","Cascade Health Alliance","",1,"Less than 100","Less than 100",1,1,0,"Cascade Health Alliance","Cascade Health Alliance"
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","Trillium Community Health Plan","Douglas (97424, 97493, 97436, 97441, 97467, 97473 only), Lane, and Linn (97446 only) Counties",0,0,0,"Trillium Community Health Plan","Trillium Community Health Plan","Centene",1,"1702","1716",1,1,0,"Centene","Trillium Community Health Plan"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","InterCommunity Health Network","Benton, Lincoln, and Linn Counties",0,0,0,"InterCommunity Health Network","InterCommunity Health Network","",1,"1508","1515",1,1,0,"Samaritan Health Services","InterCommunity Health Network"
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","HealthShare of Oregon","Clackamas, Multnomah, and Washington Counties",0,0,0,"HealthShare of Oregon","HealthShare of Oregon","",1,"7943","7984",1,1,0,"HealthShare of Oregon","HealthShare of Oregon"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","Jackson Care Connect","Jackson County",0,0,0,"Jackson Care Connect","Jackson Care Connect","",1,"745","749",1,1,0,"CareOregon","Jackson Care Connect"
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","Columbia Pacific","Clatsop, Columbia, and Tillamook Counties",0,0,0,"Columbia Pacific","Columbia Pacific","",1,"695","703",1,1,0,"CareOregon","Columbia Pacific"
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oregon","OR",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Less than 100",NA,0,0,0,"Multiple Health & Medical Homes","Multiple Health & Medical Homes"
"Oregon","OR",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"13373","12796",0,0,0,"Multiple Health & Medical Homes","Multiple Health & Medical Homes"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","Cascade Health Alliance","Klamath (97731, 97733, 97737, 97739, 97425 excluded) County",0,0,0,"Cascade Health Alliance","Cascade Health Alliance","",1,"769","962",1,1,0,"Cascade Health Alliance","Cascade Health Alliance"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","Yamhill Community Care","Polk (97101, 97304, 97347, 97371, 97378, 97396 only),  Washington (97119, 97123, 97132, 97140 only), and Yamhill Counties",0,0,0,"Yamhill Community Care","Yamhill Community Care","",1,"1026","1030",1,1,0,"Yamhill Community Care","Yamhill Community Care"
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oregon","OR",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"249","Less than 100",0,0,0,"Multiple Health & Medical Homes","Multiple Health & Medical Homes"
"Oregon","OR",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1002","969",0,0,0,"Multiple Health & Medical Homes","Multiple Health & Medical Homes"
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oregon","OR",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1926","1876",0,0,0,"Multiple Health & Medical Homes","Multiple Health & Medical Homes"
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oregon","OR",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1134","1122",0,0,0,"Multiple Health & Medical Homes","Multiple Health & Medical Homes"
"Oregon","OR",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1854","398",0,0,0,"Multiple Health & Medical Homes","Multiple Health & Medical Homes"
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oregon","OR",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"843","171",0,0,0,"Multiple Health & Medical Homes","Multiple Health & Medical Homes"
"Oregon","OR",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"301","Less than 100",0,0,0,"Multiple Health & Medical Homes","Multiple Health & Medical Homes"
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oregon","OR",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"487","106",0,0,0,"Multiple Health & Medical Homes","Multiple Health & Medical Homes"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","PacificSource Community Solutions - Marion Polk (CCO)","Marion and Polk Counties",0,0,0,"PacificSource Community Solutions - Marion Polk (CCO)","PacificSource Community Solutions - Marion Polk (CCO)","",1,"312","323",NA,1,0,"PacificSource","PacificSource Community Solutions - Marion Polk"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","PacificSource Community Solutions - Marion Polk (CCO)","Marion and Polk Counties",0,0,0,"PacificSource Community Solutions - Marion Polk (CCO)","PacificSource Community Solutions - Marion Polk (CCO)","",1,"2364","2380",NA,1,0,"PacificSource","PacificSource Community Solutions - Marion Polk"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","PacificSource Community Solutions - Lane (CCO)","Lane County",0,0,0,"PacificSource Community Solutions - Lane (CCO)","PacificSource Community Solutions - Lane (CCO)","",1,"Less than 100","Less than 100",NA,1,0,"PacificSource","PacificSource Community Solutions - Lane"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","PacificSource Community Solutions - Lane (CCO)","Lane County",0,0,0,"PacificSource Community Solutions - Lane (CCO)","PacificSource Community Solutions - Lane (CCO)","",1,"1017","1025",NA,1,0,"PacificSource","PacificSource Community Solutions - Lane"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","PacificSource Community Solutions - Central Oregon","Crook, Deschutes, Jefferson, and Klamath (97731, 97733, 97737, 97739 only)",0,0,0,"PacificSource Community Solutions - Central Oregon","PacificSource Community Solutions - Central Oregon","",1,"Less than 100","Less than 100",NA,1,0,"PacificSource","PacificSource Community Solutions - Central Oregon"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","PacificSource Community Solutions - Central Oregon","Crook, Deschutes, Jefferson, and Klamath (97731, 97733, 97737, 97739 only)",0,0,0,"PacificSource Community Solutions - Central Oregon","PacificSource Community Solutions - Central Oregon","",1,"1339","1345",NA,1,0,"PacificSource","PacificSource Community Solutions - Central Oregon"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","PacificSource Community Solutions - Columbia Gorge","Hood River and Wasco Counties",0,0,0,"PacificSource Community Solutions - Columbia Gorge","PacificSource Community Solutions - Columbia Gorge","",1,"Less than 100","Less than 100",NA,1,0,"PacificSource","PacificSource Community Solutions - Columbia Gorge"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","PacificSource Community Solutions - Columbia Gorge","Hood River and Wasco Counties",0,0,0,"PacificSource Community Solutions - Columbia Gorge","PacificSource Community Solutions - Columbia Gorge","",1,"230","232",NA,1,0,"PacificSource","PacificSource Community Solutions - Columbia Gorge"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","Eastern Oregon CCO","Baker, Gilliam, Grant, Harney, Lake, Malheur, Morrow, Sherman, Umatilla, Union, Wallowa, and Wheeler Counties",0,0,0,"Eastern Oregon CCO","Eastern Oregon CCO","",1,"Less than 100","Less than 100",NA,1,0,"Eastern Oregon CCO","Eastern Oregon CCO"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","Eastern Oregon CCO","Baker, Gilliam, Grant, Harney, Lake, Malheur, Morrow, Sherman, Umatilla, Union, Wallowa, and Wheeler Counties",0,0,0,"Eastern Oregon CCO","Eastern Oregon CCO","",1,"795","797",NA,1,0,"Eastern Oregon CCO","Eastern Oregon CCO"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","Umpqua Health Alliance","Douglas (97441, 97467, 97473 excluded) County",0,0,0,"Umpqua Health Alliance","Umpqua Health Alliance","",1,"Less than 100","Less than 100",NA,1,0,"Umpqua Health Alliance","Umpqua Health Alliance"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","Umpqua Health Alliance","Douglas (97441, 97467, 97473 excluded) County",0,0,0,"Umpqua Health Alliance","Umpqua Health Alliance","",1,"492","494",NA,1,0,"Umpqua Health Alliance","Umpqua Health Alliance"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","Trillium Community Health Plan","Douglas (97424, 97493, 97436, 97441, 97467, 97473 only), Lane, and Linn (97446 only) Counties",0,0,0,"Trillium Community Health Plan","Trillium Community Health Plan","Centene",1,"255","261",NA,1,0,"Centene","Trillium Community Health Plan"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","Trillium Community Health Plan","Douglas (97424, 97493, 97436, 97441, 97467, 97473 only), Lane, and Linn (97446 only) Counties",0,0,0,"Trillium Community Health Plan","Trillium Community Health Plan","Centene",1,"Less than 100","Less than 100",NA,1,0,"Centene","Trillium Community Health Plan"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","Willamette Valley Community Health","Benton (97361 only), Clackamas (97002, 97032, 97071, 97362, 97375 only), Linn (97346, 97350, 97352, 97358, 97360, 97383 only), Marion, Polk, and Yamhill (97304 only)",0,0,0,"Willamette Valley Community Health",NA,NA,0,NA,NA,NA,NA,0,"Willamette Valley Community Health","Willamette Valley Community Health"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","CareOregon Dental","Clackamas, Multnomah, and Washington Counties",0,0,0,"CareOregon",NA,NA,0,NA,NA,NA,NA,0,"CareOregon","CareOregon"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","PrimaryHealth of Josephine County","Douglas (97410, 97442 only), Jackson and Josephine Counties",0,0,0,"PrimaryHealth of Josephine County",NA,NA,0,NA,NA,NA,NA,0,"PrimaryHealth of Josephine County","PrimaryHealth of Josephine County"
"Oregon","OR",2020,"Comprehensive MCO","OHP - Oregon Health Plan (Comprehensive MCO)","Greater Oregon Behavioral Health, Inc.","Baker (97869 excluded), Clatsop, Columbia, Douglas, Gilliam, Grant, Harney, Hood River, Lake, Malheur (97710 excluded), Morrow, Sherman, Umatilla, Union, Wallowa, Wasco, and Wheeler (97848 excluded) Counties",0,0,0,"Greater Oregon Behavioral Health, Inc.",NA,NA,0,NA,NA,NA,NA,0,"Greater Oregon Behavioral Health, Inc.","Greater Oregon Behavioral Health, Inc."
"Pennsylvania","PA",2020,"Comprehensive MCO","Physical Health HealthChoices (Comprehensive MCO)","Aetna Better Health","Southeast zone, Southwest zone, Lehigh/Capital zone",222060,2537,224597,"Aetna","Aetna Better Health","Aetna/CVS",1,"32090","22647",1,1,0,"CVS Health Corporation","Aetna Better Health"
"Pennsylvania","PA",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"19615","15690",0,0,1,"Capital Blue Cross","Capital Blue Cross"
"Pennsylvania","PA",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"32651","42248",0,1,0,"Highmark","Gateway Health"
NA,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pennsylvania","PA",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"29151","19450",0,0,1,"Independence Health Group","AmeriHealth Caritas/AmeriHealth Caritas Northeast"
NA,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pennsylvania","PA",2020,"Comprehensive MCO","Physical Health HealthChoices (Comprehensive MCO)","United Healthcare Community Plan, Inc","Southeast zone, Southwest zone, Lehigh/Capital zone",0,0,0,"UnitedHealthcare","United Healthcare Community Plan","UnitedHealth Group",1,"49450","33331",1,1,0,"United Healthcare","United Healthcare Community Plan, Inc"
"Pennsylvania","PA",2020,"Comprehensive MCO + MLTSS","Community HealthChoices (Comprehensive MCO + MLTSS)","UPMC Community HealthChoices","Southeast zone, Southwest zone, Lehigh/Capital zone, Northwest zone, Northeast zone",7112,118199,125311,"UPMC","UPMC for You","",1,"54924","44804",1,1,0,"UPMC Health System","UPMC Health Plan"
"Pennsylvania","PA",2020,"Comprehensive MCO","Physical Health HealthChoices (Comprehensive MCO)","Geisinger Health Plan","Northeast zone",189976,2801,192777,"Geisinger Health Plan","Geisinger Health Plan","",1,"20207","15065",1,1,0,"Geisinger Health","Geisinger Health Plan"
"Pennsylvania","PA",2020,"Comprehensive MCO","Physical Health HealthChoices (Comprehensive MCO)","Health Partners Plan","Southeast zone",0,0,0,"Health Partners Plan","Health Partners Plan","",1,"15519","10901",1,1,0,"Health Partners Plans, Inc.","Health Partners Plan"
"Pennsylvania","PA",2020,"Comprehensive MCO + MLTSS","Community HealthChoices (Comprehensive MCO + MLTSS)","AmeriHealth Caritas","Southwest zone, Lehigh/Capital zone, Northwest zone, Northeast zone",0,0,0,"Vista","AmeriHealth Caritas","Independence Health Group",1,"18982","19441",1,1,0,"Independence Health Group","AmeriHealth Caritas"
"Pennsylvania","PA",2020,"Comprehensive MCO + MLTSS","Community HealthChoices (Comprehensive MCO + MLTSS)","Pennsylvania Health and Wellness","Southeast zone, Southwest zone, Lehigh/Capital zone, Northwest zone, Northeast zone",0,0,0,"Centene Corporation","Pennsylvania Health and Wellness","Centene",1,"24996","25650",1,1,0,"Centene","Pennsylvania Health & Wellness"
"Pennsylvania","PA",2020,"Comprehensive MCO + MLTSS","Community HealthChoices (Comprehensive MCO + MLTSS)","UPMC Community HealthChoices","Southeast zone, Southwest zone, Lehigh/Capital zone, Northwest zone, Northeast zone",0,0,0,"UPMC","UPMC for You","",1,"51611","52123",1,1,0,"UPMC Health System","UPMC Health Plan"
"Pennsylvania","PA",2020,"Comprehensive MCO + MLTSS","Community HealthChoices (Comprehensive MCO + MLTSS)","Keystone First","Southeast zone",14134,64843,78977,"Vista","Keystone First","Independence Health Group",1,"90436","92056",1,1,0,"Independence Health Group","Keystone First"
"Pennsylvania","PA",2020,"Comprehensive MCO + MLTSS","Community HealthChoices (Comprehensive MCO + MLTSS)","Pennsylvania Health and Wellness","Southeast zone, Southwest zone, Lehigh/Capital zone, Northwest zone, Northeast zone",0,0,0,"Centene Corporation","Pennsylvania Health and Wellness","Centene",1,"35737","38081",NA,1,0,"Centene","Pennsylvania Health & Wellness"
"Pennsylvania","PA",2020,"Comprehensive MCO + MLTSS","Community HealthChoices (Comprehensive MCO + MLTSS)","UPMC Community HealthChoices","Southeast zone, Southwest zone, Lehigh/Capital zone, Northwest zone, Northeast zone",0,0,0,"UPMC","UPMC for You","",1,"31160","32303",1,1,0,"UPMC Health System","UPMC Health Plan"
"Pennsylvania","PA",2020,"Comprehensive MCO + MLTSS","Community HealthChoices (Comprehensive MCO + MLTSS)","AmeriHealth Caritas","Southwest zone, Lehigh/Capital zone, Northwest zone, Northeast zone",0,0,0,"Vista","AmeriHealth Caritas","Independence Health Group",1,"26685","27170",NA,1,0,"Independence Health Group","AmeriHealth Caritas"
"Pennsylvania","PA",2020,"Comprehensive MCO + MLTSS","Community HealthChoices (Comprehensive MCO + MLTSS)","Pennsylvania Health and Wellness","Southeast zone, Southwest zone, Lehigh/Capital zone, Northwest zone, Northeast zone",0,0,0,"Centene Corporation","Pennsylvania Health and Wellness","Centene",1,"15923","16801",NA,1,0,"Centene","Pennsylvania Health & Wellness"
"Pennsylvania","PA",2020,"Comprehensive MCO + MLTSS","Community HealthChoices (Comprehensive MCO + MLTSS)","UPMC Community HealthChoices","Southeast zone, Southwest zone, Lehigh/Capital zone, Northwest zone, Northeast zone",0,0,0,"UPMC","UPMC for You","",1,"18072","18846",NA,1,0,"UPMC Health System","UPMC Health Plan"
"Pennsylvania","PA",2020,"Comprehensive MCO + MLTSS","Community HealthChoices (Comprehensive MCO + MLTSS)","AmeriHealth Caritas","Southwest zone, Lehigh/Capital zone, Northwest zone, Northeast zone",0,0,0,"Vista","AmeriHealth Caritas","Independence Health Group",1,"7770","8237",NA,1,0,"Independence Health Group","AmeriHealth Caritas"
"Pennsylvania","PA",2020,"Comprehensive MCO + MLTSS","Community HealthChoices (Comprehensive MCO + MLTSS)","Pennsylvania Health and Wellness","Southeast zone, Southwest zone, Lehigh/Capital zone, Northwest zone, Northeast zone",0,0,0,"Centene Corporation","Pennsylvania Health and Wellness","Centene",1,"7454","8020",NA,1,0,"Centene","Pennsylvania Health & Wellness"
