"state","state_cd","year","cms_notes","cms_plan_type","cms_program_name","cms_plan_name","cms_geographic_region","cms_medicaid_only_enrollment","cms_dual_enrollment","cms_total_enrollment","cms_parent_organization","kff_mco_name","taf_enrollment","taf_enrollment_in_claims","chse_matched_next_year","chse_blue_cross_blue_shield_flag","chse_parent_firm","chse_mco_name"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Children's Community Health Plan","Counties: Brown, Calumet, Kenosha, Milwaukee, Outagamie, Ozaukee, Racine, Sheboygan, Walworth,  Washington, Waukesha, Waupaca,  Winnebago",0,0,0,"Children,Aos Community Health Plan","ChildrenÔøΩs Community Health Plan","129426","138189",1,0,"Children's Hospital of Wisconsin","Childrens Community Health plan"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Children's Community Health Plan","Counties: Brown, Calumet, Kenosha, Milwaukee, Outagamie, Ozaukee, Racine, Sheboygan, Walworth,  Washington, Waukesha, Waupaca,  Winnebago",0,0,0,"Children,Aos Community Health Plan","ChildrenÔøΩs Community Health Plan","7460","7802",1,0,"Children's Hospital of Wisconsin","Childrens Community Health plan"
"Wisconsin","WI",2017,"","MLTSS only (PIHP and/or PAHP)","Family Care (MLTSS only (PIHP and/or PAHP))","Community Care, Inc. (FC)","Counties: Calumet, Fond du Lac, Kenosha, Milwaukee, Manitowoc, Outagamie, Ozaukee, Racine, Sheboygan, Walworth, Washington, Waukesha, Waupaca, Winnebago",1897,8370,10267,"Community Care, Inc. (FC)",NA,"2476","2925",1,0,"Community Care, Inc.","Community Care Inc."
"Wisconsin","WI",2017,"","MLTSS only (PIHP and/or PAHP)","Family Care (MLTSS only (PIHP and/or PAHP))","Community Care, Inc. (FC)","Counties: Calumet, Fond du Lac, Kenosha, Milwaukee, Manitowoc, Outagamie, Ozaukee, Racine, Sheboygan, Walworth, Washington, Waukesha, Waupaca, Winnebago",0,0,0,"Community Care, Inc. (FC)",NA,"1881","2228",1,0,"Community Care, Inc.","Community Care Inc."
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Gundersen Health Plan","Counties: Buffalo, Crawford, Grant, Jackson, Juneau, La Crosse, Monroe, Richland, Sauk, Trempealeau, Vernon",16360,15,16375,"Gundersen Health Plan","Gundersen Lutheran Health Plan","17318","18486",NA,0,"Gundersen Health Plan","Gundersen Lutheran Health Plan"
"Wisconsin","WI",2017,"","MLTSS only (PIHP and/or PAHP)","Family Care (MLTSS only (PIHP and/or PAHP))","My Choice Family Care","Counties: Kenosha, Milwaukee, Ozaukee, Racine, Rock, Sheboygan, Walworth, Washington, Waukesha",1206,7279,8485,"My Choice Family Care",NA,"2409","2911",1,0,"My Choice Wisconsin, Inc.","My Choice Wisconsin Health Plan Inc."
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Physicians Plus Health Plan","County: Dane",9743,8,9751,"Physicians Plus Health Plan","Physicians Plus Insurance Corporation","9516","9953",1,0,"Quartz","Quartz"
"Wisconsin","WI",2017,"","MLTSS only (PIHP and/or PAHP)","Family Care (MLTSS only (PIHP and/or PAHP))","Community Care, Inc. (FC)","Counties: Calumet, Fond du Lac, Kenosha, Milwaukee, Manitowoc, Outagamie, Ozaukee, Racine, Sheboygan, Walworth, Washington, Waukesha, Waupaca, Winnebago",0,0,0,"Community Care, Inc. (FC)",NA,"2863","3510",1,0,"Community Care, Inc.","Community Care Inc."
"Wisconsin","WI",2017,"","Comprehensive MCO + MLTSS","Wisconsin Partnership Program (Comprehensive MCO + MLTSS)","Independent Care Health Plan - iCare","Counties: Dane, Kenosha, Milwaukee, Racine",226,632,858,"Independent Care Health Plan - iCare","Independent Care (iCare)","702","872",1,0,"Independent Care Health Plan, Inc.","Independent Care (ICARE) Health Plan"
"Wisconsin","WI",2017,"","MLTSS only (PIHP and/or PAHP)","Family Care (MLTSS only (PIHP and/or PAHP))","Community Care, Inc. (FC)","Counties: Calumet, Fond du Lac, Kenosha, Milwaukee, Manitowoc, Outagamie, Ozaukee, Racine, Sheboygan, Walworth, Washington, Waukesha, Waupaca, Winnebago",0,0,0,"Community Care, Inc. (FC)",NA,"1517","1909",1,0,"Community Care, Inc.","Community Care Inc."
"Wisconsin","WI",2017,"","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Community Care, Inc.","Counties: Milwaukee and Waukesha",18,556,574,"Community Care, Inc.",NA,"121","141",1,0,"Community Care, Inc.","Community Care Inc."
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Anthem Blue Cross Blue Shield","Counties: Brown, Calumet, Dane, Dodge, Door, Florence, Fond du Lac, Forest, Green Lake, Jefferson, Kenosha, Kewaunee, Langlade, Manitowoc, Marinette, Marquette, Menominee, Milwaukee, Oconto, Outagamie, Ozaukee, Polk, Portage, Racine, Rock, Shawano, Sheboygan, Taylor, Walworth,  Washington, Waukesha, Waupaca, Waushara, Winnebago, Wood",66330,104,66434,"Anthem Blue Cross Blue Shield","Anthem Blue Cross Blue Shield","48264","51882",1,1,"Anthem","Anthem Blue Cross Blue Shield"
NA,"WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wisconsin","WI",2017,"","Comprehensive MCO","SSI Managed Care (Comprehensive MCO)","Compcare","Counties: Ashland, Chippewa, Douglas, Eau Claire, Grant, Green, Iowa, Juneau, Lafayette, Lincoln, Marathon, Price, Richland, Vernon, Washburn",246,118,364,"Compcare","Compcare","359","416",NA,1,"Anthem","Compcare"
"Wisconsin","WI",2017,"","MLTSS only (PIHP and/or PAHP)","Family Care (MLTSS only (PIHP and/or PAHP))","My Choice Family Care","Counties: Kenosha, Milwaukee, Ozaukee, Racine, Rock, Sheboygan, Walworth, Washington, Waukesha",0,0,0,"My Choice Family Care",NA,"296","355",1,0,"My Choice","My Choice Wisconsin Health Plan Inc."
"Wisconsin","WI",2017,"","Comprehensive MCO + MLTSS","Wisconsin Partnership Program (Comprehensive MCO + MLTSS)","Independent Care Health Plan - iCare","Counties: Dane, Kenosha, Milwaukee, Racine",0,0,0,"Independent Care Health Plan ,Ai iCare","Independent Care (iCare)","Less than 100","Less than 100",1,0,"Independent Care Health Plan, Inc.","Independent Care (ICARE) Health Plan"
"Wisconsin","WI",2017,"","Comprehensive MCO + MLTSS","Wisconsin Partnership Program (Comprehensive MCO + MLTSS)","Community Care Health Plan, Inc. - Community Care, Inc.","Counties: Calumet, Kenosha, Milwaukee, Outagamie, Ozaukee, Racine, Washington, Waukesha, Waupaca",0,0,0,"Community Care Health Plan, Inc. ,Ai Community Care, Inc.",NA,"148","165",1,0,"Community Care, Inc.","Community Health Care Plan"
"Wisconsin","WI",2017,"","Comprehensive MCO + MLTSS","Wisconsin Partnership Program (Comprehensive MCO + MLTSS)","Community Care Health Plan, Inc. - Community Care, Inc.","Counties: Calumet, Kenosha, Milwaukee, Outagamie, Ozaukee, Racine, Washington, Waukesha, Waupaca",0,0,0,"Community Care Health Plan, Inc. ,Ai Community Care, Inc.",NA,"Less than 100","Less than 100",1,0,"Community Care, Inc.","Community Health Care Plan"
"Wisconsin","WI",2017,"","Comprehensive MCO + MLTSS","Wisconsin Partnership Program (Comprehensive MCO + MLTSS)","Independent Care Health Plan - iCare","Counties: Dane, Kenosha, Milwaukee, Racine",0,0,0,"Independent Care Health Plan ,Ai iCare","Independent Care (iCare)","Less than 100","Less than 100",1,0,"Independent Care Health Plan, Inc.","Independent Care (ICARE) Health Plan"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Group Health Cooperative Of Eau Claire","Counties: Adams, Ashland, Barron, Bayfield, Buffalo, Burnett, Chippewa, Clark, Columbia, Crawford, Douglas, Dunn, Eau Claire, Forest, Grant, Green, Iowa, Iron, Jackson, Juneau, La Crosse, Lafayette, Langlade, Lincoln, Marathon, Monroe, Oneida, Pepin, Pierce, Polk, Portage, Price, Rusk, St. Croix, Sawyer, Shawano, Taylor, Trempealeau, Vernon, Vilas, Washburn, Wood",0,0,0,"Group Health Cooperative Of Eau Claire","Group Health Cooperative Of Eau Claire","42066","44733",1,0,"Group Health Cooperative Of WI","Group Health Cooperative of Eau Claire"
"Wisconsin","WI",2017,"","Comprehensive MCO","SSI Managed Care (Comprehensive MCO)","Group Health Cooperative Of Eau Claire","Counties: Ashland, Buffalo, Chippewa, Columbia, Crawford, Douglas, Eau Claire, Forest, Grant, Green, Iowa, Iron, Jackson, Juneau, La Crosse, Lafayette, Langlade, Lincoln, Marathon, Oneida, Pepin, Polk, Portage, Price, Richland, Shawano, Trempealeau, Vernon, Vilas, Washburn, Wood",1309,563,1872,"Group Health Cooperative Of Eau Claire","Group Health Cooperative Of Eau Claire","1813","2153",1,0,"Group Health Cooperative Of WI","Group Health Cooperative of Eau Claire"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Anthem Blue Cross Blue Shield","Counties: Brown, Calumet, Dane, Dodge, Door, Florence, Fond du Lac, Forest, Green Lake, Jefferson, Kenosha, Kewaunee, Langlade, Manitowoc, Marinette, Marquette, Menominee, Milwaukee, Oconto, Outagamie, Ozaukee, Polk, Portage, Racine, Rock, Shawano, Sheboygan, Taylor, Walworth,  Washington, Waukesha, Waupaca, Waushara, Winnebago, Wood",0,0,0,"Anthem Blue Cross Blue Shield","Anthem Blue Cross Blue Shield","19006","20541",1,1,"Anthem","Anthem Blue Cross Blue Shield"
NA,"WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wisconsin","WI",2017,"","MLTSS only (PIHP and/or PAHP)","Family Care (MLTSS only (PIHP and/or PAHP))","CommunityLink (became Inclusa in September 2017)","Counties: Ashland, Barron, Bayfield, Buffalo, Burnett, Chippewa, Clark, Columbia, Crawford, Dodge, Douglas, Dunn, Eau Claire, Florence, Forest, Grant, Green, Green Lake, Iowa, Iron, Jackson, Jefferson, Juneau, La Crosse, Lafayette, Langlade, Lincoln, Marathon, Marquette, Monroe, Oneida, Pepin, Pierce, Polk, Portage, Price, Richland, Rock, Rusk, Sauk, Sawyer, St. Croix, Trempealeau, Vernon, Vilas, Washington, Waukesha, Washburn, Waushara, Wood",0,0,0,"CommunityLink (became Inclusa in September 2017)",NA,"2427","2947",1,0,"CommunityLink","Inclusa Inc."
"Wisconsin","WI",2017,"","MLTSS only (PIHP and/or PAHP)","Family Care (MLTSS only (PIHP and/or PAHP))","Care Wisconsin (FC)","Counties: Brown, Buffalo, Chippewa, Clark, Columbia, Crawford, Dodge, Door, Dunn, Eau Claire, Grant, Green, Green Lake, Iowa, Jackson, Jefferson, Juneau, Kewaunee, La Crosse, Lafayette, Marinette, Marquette, Menominee, Monroe, Oconto, Ozaukee, Pepin, Pierce, Richland, St. Croix, Sauk, Shawano, Sheboygan, Taylor, Trempealeau, Vernon, Walworth, Washington, Waukesha, Waushara",0,0,0,"Care Wisconsin (FC)","Care Wisconsin Health Plan, Inc.","1651","1941",1,0,"Care Wisconsin First, Inc.","Care Wisconsin"
"Wisconsin","WI",2017,"","Comprehensive MCO + MLTSS","Wisconsin Partnership Program (Comprehensive MCO + MLTSS)","Care Wisconsin Health Plan, Inc. - Care Wisconsin","Counties: Columbia, Dane, Dodge, Jefferson, Ozaukee, Sauk, Waukesha",0,0,0,"Care Wisconsin Health Plan, Inc. ,Ai Care Wisconsin","Care Wisconsin Health Plan, Inc.","Less than 100","102",1,0,"Care Wisconsin First, Inc.","My Choice Wisconsin Health Plan Inc."
"Wisconsin","WI",2017,"","Comprehensive MCO + MLTSS","Wisconsin Partnership Program (Comprehensive MCO + MLTSS)","Care Wisconsin Health Plan, Inc. - Care Wisconsin","Counties: Columbia, Dane, Dodge, Jefferson, Ozaukee, Sauk, Waukesha",186,1351,1537,"Care Wisconsin Health Plan, Inc. - Care Wisconsin","Care Wisconsin Health Plan, Inc.","237","269",1,0,"Care Wisconsin First, Inc.","My Choice Wisconsin Health Plan Inc."
"Wisconsin","WI",2017,"","MLTSS only (PIHP and/or PAHP)","Family Care (MLTSS only (PIHP and/or PAHP))","Community Care, Inc. (FC)","Counties: Calumet, Fond du Lac, Kenosha, Milwaukee, Manitowoc, Outagamie, Ozaukee, Racine, Sheboygan, Walworth, Washington, Waukesha, Waupaca, Winnebago",0,0,0,"Community Care, Inc. (FC)",NA,"1305","1584",1,0,"Community Care, Inc.","Community Care Inc."
"Wisconsin","WI",2017,"","MLTSS only (PIHP and/or PAHP)","Family Care (MLTSS only (PIHP and/or PAHP))","Care Wisconsin (FC)","Counties: Brown, Buffalo, Chippewa, Clark, Columbia, Crawford, Dodge, Door, Dunn, Eau Claire, Grant, Green, Green Lake, Iowa, Jackson, Jefferson, Juneau, Kewaunee, La Crosse, Lafayette, Marinette, Marquette, Menominee, Monroe, Oconto, Ozaukee, Pepin, Pierce, Richland, St. Croix, Sauk, Shawano, Sheboygan, Taylor, Trempealeau, Vernon, Walworth, Washington, Waukesha, Waushara",0,0,0,"Care Wisconsin (FC)","Care Wisconsin Health Plan, Inc.","447","488",1,0,"Care Wisconsin First, Inc.","Care Wisconsin"
"Wisconsin","WI",2017,"","MLTSS only (PIHP and/or PAHP)","Family Care (MLTSS only (PIHP and/or PAHP))","My Choice Family Care","Counties: Kenosha, Milwaukee, Ozaukee, Racine, Rock, Sheboygan, Walworth, Washington, Waukesha",0,0,0,"My Choice Family Care",NA,"Less than 100","Less than 100",1,0,"My Choice Wisconsin, Inc.","My Choice Wisconsin Health Plan Inc."
"Wisconsin","WI",2017,"","MLTSS only (PIHP and/or PAHP)","Family Care (MLTSS only (PIHP and/or PAHP))","My Choice Family Care","Counties: Kenosha, Milwaukee, Ozaukee, Racine, Rock, Sheboygan, Walworth, Washington, Waukesha",0,0,0,"My Choice Family Care",NA,"170","198",1,0,"My Choice Wisconsin, Inc.","My Choice Wisconsin Health Plan Inc."
"Wisconsin","WI",2017,"","MLTSS only (PIHP and/or PAHP)","Family Care (MLTSS only (PIHP and/or PAHP))","CommunityLink (became Inclusa in September 2017)","Counties: Ashland, Barron, Bayfield, Buffalo, Burnett, Chippewa, Clark, Columbia, Crawford, Dodge, Douglas, Dunn, Eau Claire, Florence, Forest, Grant, Green, Green Lake, Iowa, Iron, Jackson, Jefferson, Juneau, La Crosse, Lafayette, Langlade, Lincoln, Marathon, Marquette, Monroe, Oneida, Pepin, Pierce, Polk, Portage, Price, Richland, Rock, Rusk, Sauk, Sawyer, St. Croix, Trempealeau, Vernon, Vilas, Washington, Waukesha, Washburn, Waushara, Wood",0,0,0,"CommunityLink (became Inclusa in September 2017)",NA,"119","140",1,0,"CommunityLink","Inclusa Inc."
"Wisconsin","WI",2017,"","MLTSS only (PIHP and/or PAHP)","Family Care (MLTSS only (PIHP and/or PAHP))","CommunityLink (became Inclusa in September 2017)","Counties: Ashland, Barron, Bayfield, Buffalo, Burnett, Chippewa, Clark, Columbia, Crawford, Dodge, Douglas, Dunn, Eau Claire, Florence, Forest, Grant, Green, Green Lake, Iowa, Iron, Jackson, Jefferson, Juneau, La Crosse, Lafayette, Langlade, Lincoln, Marathon, Marquette, Monroe, Oneida, Pepin, Pierce, Polk, Portage, Price, Richland, Rock, Rusk, Sauk, Sawyer, St. Croix, Trempealeau, Vernon, Vilas, Washington, Waukesha, Washburn, Waushara, Wood",0,0,0,"CommunityLink (became Inclusa in September 2017)",NA,"Less than 100","Less than 100",1,0,"CommunityLink","Inclusa Inc."
"Wisconsin","WI",2017,"","MLTSS only (PIHP and/or PAHP)","Family Care (MLTSS only (PIHP and/or PAHP))","Care Wisconsin (FC)","Counties: Brown, Buffalo, Chippewa, Clark, Columbia, Crawford, Dodge, Door, Dunn, Eau Claire, Grant, Green, Green Lake, Iowa, Jackson, Jefferson, Juneau, Kewaunee, La Crosse, Lafayette, Marinette, Marquette, Menominee, Monroe, Oconto, Ozaukee, Pepin, Pierce, Richland, St. Croix, Sauk, Shawano, Sheboygan, Taylor, Trempealeau, Vernon, Walworth, Washington, Waukesha, Waushara",0,0,0,"Care Wisconsin (FC)","Care Wisconsin Health Plan, Inc.","511","624",1,0,"Care Wisconsin First, Inc.","Care Wisconsin"
"Wisconsin","WI",2017,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1149318","1236483",0,0,"Medical Transportation Management","Medical Transportation Management"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Children's Community Health Plan","Counties: Brown, Calumet, Kenosha, Milwaukee, Outagamie, Ozaukee, Racine, Sheboygan, Walworth,  Washington, Waukesha, Waupaca,  Winnebago",0,0,0,"Children,Aos Community Health Plan","ChildrenÔøΩs Community Health Plan","4353","4565",1,0,"Children's Hospital of Wisconsin","Childrens Community Health plan"
"Wisconsin","WI",2017,"","Comprehensive MCO","SSI Managed Care (Comprehensive MCO)","Care Wisconsin","Counties: Adams, Calumet, Clark, Columbia, Crawford, Dane, Dodge, Fond du Lac, Grant, Green, Green Lake, Iowa, Jackson, Jefferson, Juneau, La Crosse, Lafayette, Marquette, Monroe, Outagamie, Ozaukee, Richland, Rock, Trempealeau, Vernon, Waukesha, Waupaca, Waushara, Winnebago",1495,307,1802,"Care Wisconsin","Care Wisconsin Health Plan, Inc.","1835","2114",1,0,"Care Wisconsin First, Inc.","My Choice Wisconsin Health Plan Inc."
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Children's Community Health Plan","Counties: Brown, Calumet, Kenosha, Milwaukee, Outagamie, Ozaukee, Racine, Sheboygan, Walworth,  Washington, Waukesha, Waupaca,  Winnebago",128889,73,128962,"Children's Community Health Plan","ChildrenÔøΩs Community Health Plan","13641","16360",1,0,"Children's Hospital of Wisconsin","Childrens Community Health plan"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Anthem Blue Cross Blue Shield","Counties: Brown, Calumet, Dane, Dodge, Door, Florence, Fond du Lac, Forest, Green Lake, Jefferson, Kenosha, Kewaunee, Langlade, Manitowoc, Marinette, Marquette, Menominee, Milwaukee, Oconto, Outagamie, Ozaukee, Polk, Portage, Racine, Rock, Shawano, Sheboygan, Taylor, Walworth,  Washington, Waukesha, Waupaca, Waushara, Winnebago, Wood",0,0,0,"Anthem Blue Cross Blue Shield","Anthem Blue Cross Blue Shield","14168","16682",1,1,"Anthem","Anthem Blue Cross Blue Shield"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Compcare","Counties: Adams, Ashland, Barron, Bayfield, Burnett, Chippewa, Columbia, Crawford, Douglas, Dunn, Eau Claire, Grant, Green, Iowa, Jackson, Juneau, La Crosse, Lafayette, Lincoln, Marathon, Monroe, Pepin, Pierce, Price, Rusk, St. Croix, Sawyer, Trempealeau, Vernon, Washburn",0,0,0,"Compcare","Compcare","4368","5060",NA,1,"Anthem","Compcare"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Dean Health Plan","Counties: Columbia, Dane, Dodge, Grant, Iowa, Jefferson, Rock, Sauk",0,0,0,"Dean Health Plan","Dean Health Plan, Inc.","4025","4428",1,0,"Dean Health Plan","Dean Health Plan, Inc."
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Group Health Cooperative Of South Central WI","County: Dane",0,0,0,"Group Health Cooperative Of South Central WI","Group Health Cooperative of South Central Wisconsin","2595","2885",1,0,"Group Health Cooperative Of WI","Group Health Cooperative of South Central Wisconsin"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Group Health Cooperative Of Eau Claire","Counties: Adams, Ashland, Barron, Bayfield, Buffalo, Burnett, Chippewa, Clark, Columbia, Crawford, Douglas, Dunn, Eau Claire, Forest, Grant, Green, Iowa, Iron, Jackson, Juneau, La Crosse, Lafayette, Langlade, Lincoln, Marathon, Monroe, Oneida, Pepin, Pierce, Polk, Portage, Price, Rusk, St. Croix, Sawyer, Shawano, Taylor, Trempealeau, Vernon, Vilas, Washburn, Wood",39555,59,39614,"Group Health Cooperative Of Eau Claire","Group Health Cooperative Of Eau Claire","9610","11029",1,0,"Group Health Cooperative Of WI","Group Health Cooperative of Eau Claire"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Gundersen Health Plan","Counties: Buffalo, Crawford, Grant, Jackson, Juneau, La Crosse, Monroe, Richland, Sauk, Trempealeau, Vernon",0,0,0,"Gundersen Health Plan","Gundersen Lutheran Health Plan","3380","3921",NA,0,"Gundersen Health Plan","Gundersen Lutheran Health Plan"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Health Tradition Health Plan","Counties: Buffalo, Crawford, Grant, La Crosse, Monroe, Trempealeau, Vernon",0,0,0,"Health Tradition Health Plan","Health Tradition Health Plan","1541","1771",NA,0,"Health Tradition Health Plan","Health Tradition Health Plan"
"Wisconsin","WI",2017,"","Comprehensive MCO","SSI Managed Care (Comprehensive MCO)","Independent Care (iCare)","Counties: Adams, Brown, Dane, Dodge, Door, Fond Du Lac, Grant, Green, Jackson, Jefferson, Juneau, Kenosha, Kewaunee, La Crosse, Manitowoc, Marinette, Milwaukee, Monroe, Oconto, Outagamie, Ozaukee, Racine, Rock, Sheboygan, Trempealeau, Vernon, Walworth, Washington, Waukesha, Waupaca, Winnebago",0,0,0,"Independent Care (iCare)","Independent Care (iCare)","2501","2944",1,0,"Independent Care Health Plan, Inc.","Independent Care (ICARE) Health Plan"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","MHS of Wisconsin","Counties: Ashland, Bayfield, Brown, Calumet, Chippewa, Clark, Crawford, Dodge, Door, Douglas, Eau Claire, Fond du Lac, Forest, Green Lake, Iron, Jefferson, Kenosha, Kewaunee, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Menominee, Milwaukee, Oconto, Oneida, Outagamie, Ozaukee, Polk, Portage, Price, Racine, Rock, Rusk, Sawyer,  Shawano, Sheboygan, Taylor, Vilas, Walworth, Washburn, Waukesha, Waupaca, Waushara, Winnebago, Wood",0,0,0,"MHS of Wisconsin","MHS of Wisconsin","5883","6976",1,0,"Centene","MHS Health Wisconsin"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","MercyCare Insurance Company","Counties: Dane, Green, Jefferson, Rock, Walworth",0,0,0,"MercyCare Insurance Company","Mercy Care Insurance Company","3320","3833",1,0,"Mercy Health Corporation","MercyCare Insurance Company"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Molina Health Plan","Counties: Brown, Calumet, Clark, Dodge, Door, Florence, Fond du Lac, Forest, Green Lake, Jefferson, Kenosha, Kewaunee, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Milwaukee, Oconto, Oneida, Outagamie, Ozaukee, Portage, Racine, Shawano, Sheboygan, Taylor, Vilas, Walworth, Washington, Waukesha, Waupaca, Waushara, Winnebago, Wood",0,0,0,"Molina Health Plan","Molina Health Plan","8694","10585",1,0,"Molina","Molina Healthcare of Wisconsin"
"Wisconsin","WI",2017,"","Comprehensive MCO","SSI Managed Care (Comprehensive MCO)","Network Health Plan","Counties: Ashland,  Bayfield, Brown, Calumet, Chippewa, Clark, Dodge, Door, Douglas, Eau Claire, Fond du Lac, Forest, Green Lake,  Iron, Jefferson, Kenosha, Kewaunee, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Menominee, Milwaukee, Oconto, Oneida, Outagamie, Ozaukee, Polk, Portage, Price, Racine,  Rock, Rusk, Sawyer,  Shawano, Sheboygan, Taylor, Vilas, Walworth, Washburn, Waukesha, Waupaca, Waushara, Winnebago, Wood",0,0,0,"Network Health Plan","Network Health Plan","6482","7569",1,0,"Network Health","Network Health Plan"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Physicians Plus Health Plan","County: Dane",0,0,0,"Physicians Plus Health Plan","Physicians Plus Insurance Corporation","4135","4582",1,0,"Quartz","Quartz"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Security Health Plan","Counties: Adams, Ashland, Barron, Bayfield, Burnett, Chippewa, Clark, Douglas, Dunn, Eau Claire, Forest, Iron, Jackson, Juneau, Langlade, Lincoln, Marathon, Monroe, Oneida, Pepin, Portage, Price, Rusk, Sawyer, Shawano, Taylor, Trempealeau, Vilas, Washburn, Waupaca, Waushara, Wood",0,0,0,"Security Health Plan","Security Health Plan of Wisconsin","11762","13762",1,0,"Marshfield Clinic Health System","Security Health Plan of Wisconsin"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","UnitedHealthcare Community Plan","Counties: Adams, Ashland, Barron, Bayfield, Brown, Burnett, Calumet, Chippewa, Columbia, Crawford, Dane, Dodge, Door, Douglas, Eau Claire, Florence, Fond du Lac, Forest, Green, Green Lake, Jefferson, Kenosha, Kewaunee, La Crosse, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Menominee, Milwaukee, Monroe, Oconto, Oneida, Outagamie, Ozaukee, Pierce, Polk, Portage, Price, Racine, Rock,  St. Croix, Sauk, Sawyer, Shawano, Sheboygan, Taylor, Trempealeau, Vernon, Vilas, Walworth, Washburn, Washington, Waukesha, Waupaca, Waushara, Winnebago, Wood",0,0,0,"UnitedHealthcare Community Plan","United Healthcare Community Plan","21707","24808",1,0,"United Healthcare","United Healthcare Community Plan"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Unity Health Plan","Counties: Columbia, Dane, Dodge, Fond du Lac, Green, Jefferson, Juneau, Rock, Sauk",0,0,0,"Unity Health Plan","Unity Healthplans Insurance Corporation","1377","1515",NA,0,"Quartz","Unity Healthplans Insurance Corporation"
"Wisconsin","WI",2017,"","Comprehensive MCO","SSI Managed Care (Comprehensive MCO)","Anthem Blue Cross Blue Shield","Counties: Brown, Calumet, Dane, Dodge, Door, Florence, Fond du Lac, Forest, Green Lake, Jefferson, Kenosha, Kewaunee, Langlade, Manitowoc, Marinette, Marquette, Menominee, Milwaukee, Oconto, Outagamie, Ozaukee, Polk, Portage, Racine, Rock, Shawano, Sheboygan, Taylor, Walworth, Washington, Waukesha, Waupaca, Waushara, Winnebago, Wood",1092,371,1463,"Anthem Blue Cross Blue Shield","Anthem Blue Cross Blue Shield","8809","10139",1,1,"Anthem","Anthem Blue Cross Blue Shield"
"Wisconsin","WI",2017,"","Comprehensive MCO","BadgerCare Plus (Comprehensive MCO)","Dean Health Plan","Counties: Columbia, Dane, Dodge, Grant, Iowa, Jefferson, Rock, Sauk",0,0,0,"Dean Health Plan","Dean Health Plan, Inc.","2536","2979",1,NA,"Dean Health Plan","Dean Health Plan, Inc."
