state_cd,taf_mc_plan_id,state,cms_program_name,cms_plan_name,kff_mco_name,cms_geographic_region,cms_medicaid_only_enrollment,cms_dual_enrollment,cms_total_enrollment,cms_parent_organization,taf_mc_plan_name,taf_enrollment,taf_enrollment_in_claims,count,year,in_xwalk,chse_mco_name,chse_parent_firm,new_id_flag,cms_plan_type
WA,*101954400,Washington,PCCM (Primary Care Case Management Entity (PCCM Entity)),Multiple Primary Care Providers,"","Clallam, Grays Harbor, King, Snohomish, Whatcom, Okanogan, Ferry, Stevens, Lincoln, Spokane, Benton, and Yakima","2,776",0,"2,776",Multiple Primary Care Providers,COLVILLE INDIAN HEALTH CLINIC,225,224,1,2022,1,Multiple Primary Care Providers,Multiple Primary Care Providers,0,Primary Care Case Management (PCCM)
WA,*101985700,Washington,PCCM (Primary Care Case Management Entity (PCCM Entity)),Multiple Primary Care Providers,"","Clallam, Grays Harbor, King, Snohomish, Whatcom, Okanogan, Ferry, Stevens, Lincoln, Spokane, Benton, and Yakima",0,0,0,Multiple Primary Care Providers,LOWER ELWHA HEALTH CLINIC,118,118,1,2022,1,Multiple Primary Care Providers,Multiple Primary Care Providers,0,Primary Care Case Management (PCCM)
WA,*104367300,Washington,PCCM (Primary Care Case Management Entity (PCCM Entity)),Multiple Primary Care Providers,"","Clallam, Grays Harbor, King, Snohomish, Whatcom, Okanogan, Ferry, Stevens, Lincoln, Spokane, Benton, and Yakima",0,0,0,Multiple Primary Care Providers,SEATTLE INDIAN HEALTH BOARD,271,271,1,2022,1,Multiple Primary Care Providers,Multiple Primary Care Providers,0,Primary Care Case Management (PCCM)
WA,*104519000,Washington,PCCM (Primary Care Case Management Entity (PCCM Entity)),Multiple Primary Care Providers,"","Clallam, Grays Harbor, King, Snohomish, Whatcom, Okanogan, Ferry, Stevens, Lincoln, Spokane, Benton, and Yakima",0,0,0,Multiple Primary Care Providers,LUMMI TRIBAL HEALTH CENTER,415,415,1,2022,1,Multiple Primary Care Providers,Multiple Primary Care Providers,0,Primary Care Case Management (PCCM)
WA,*105010109,Washington,FIMC (Comprehensive MCO),Community Health Plan,Community Health Plan,"North Sound, Greater Columbia, King, Spokane, and Southwest","245,168",0,"245,168",Community Health Plan,CHPW FULLY INTEGRATED MANAGED CARE,294882,295453,1,2022,1,Community Health Plan,Community Health Plan of Washington,0,Comprehensive MCO
WA,*105010110,Washington,BHSO (BHO only - PIHP and/or PAHP),Community Health Plan of Washington,"",Statewide,"33,318",0,"33,318",Community Health Plan of Washington,CHPW BEHAVIORAL HEALTH SERVICES ONLY,40020,40049,1,2022,1,Community Health Plan,Community Health Plan of Washington,0,Behavioral Health Organization (BHO) only (PIHP and/or PAHP)
WA,*105010208,Washington,FIMC (Comprehensive MCO),Molina Health Care of Washington,Molina Health Care of Washington,"North Sound, Greater Columbia, King, Pierce, Spokane, North Central, Southwest, Salish, Great Rivers, and Thurston-Mason","962,253",0,"962,253",Molina Health Care of Washington,MHC FULLY INTEGRATED MANAGED CARE,1059636,1060975,1,2022,1,Molina Health Care of Washington,Molina,0,Comprehensive MCO
WA,*105010209,Washington,BHSO (BHO only - PIHP and/or PAHP),Molina Health Care,"",Statewide,"54,201",0,"54,201",Molina Health Care,MHC BEHAVIORAL HEALTH SERVICES ONLY,63979,64003,1,2022,1,Molina Health Care of Washington,Molina,0,Behavioral Health Organization (BHO) only (PIHP and/or PAHP)
WA,*105011001,Washington,Program of All-Inclusive Care for the Elderly (PACE),PACE,"",Statewide,0,0,0,PACE,PROVIDENCE ELDER PLACE,1358,1358,1,2022,1,Providence Elder Place,Providence,0,Program of All-Inclusive Care for the Elderly (PACE)
WA,*201599810,Washington,Fully Integrated Managed Care (FIMC) (Comprehensive MCO),Amerigroup,Amerigroup,"North Sound, Greater Columbia, King, Pierce, Spokane, North Central, Southwest, Salish, Thurston Mason, and Great Rivers","223,558",0,"223,558",Amerigroup,AMG FULLY INTEGRATED MANAGED CARE,260076,260663,1,2022,1,Amerigroup,Anthem,0,Comprehensive MCO
WA,*201599811,Washington,Behavioral Health Services Only (BHSO) (BHO only - PIHP and/or PAHP),Amerigroup,"",Statewide,"38,101",0,"38,101",Amerigroup,AMG BEHAVIORAL HEALTH SERVICES ONLY,44095,44101,1,2022,1,Amerigroup,Anthem,0,Behavioral Health Organization (BHO) only (PIHP and/or PAHP)
WA,*201599905,Washington,"","","","","",,"","",CCC HEALTHY OPTIONS FOSTER CARE,28182,28296,1,2022,1,Coordinated Care of Washington,Centene,0,""
WA,*201599907,Washington,FIMC (Comprehensive MCO),Coordinated Care of Washington,Coordinated Care of Washington,"North Sound, North Central, King, Pierce, and Greater Columbia","208,848",0,"208,848",Coordinated Care of Washington,CCC FULLY INTEGRATED MANAGED CARE,216406,216991,1,2022,1,Coordinated Care of Washington,Centene,0,Comprehensive MCO
WA,*201599908,Washington,BHSO (BHO only - PIHP and/or PAHP),Coordinated Care of Washington,"",Statewide,"27,815",0,"27,815",Coordinated Care of Washington,CCC BEHAVIORAL HEALTH SERVICES ONLY,33508,33644,1,2022,1,Coordinated Care of Washington,Centene,0,Behavioral Health Organization (BHO) only (PIHP and/or PAHP)
WA,*201609408,Washington,BHSO (BHO only - PIHP and/or PAHP),United Health Care,"","Regions: North Sound, King, Pierce, Southwest, Salish, Thurston-Mason, Great Rivers","29,545",0,"29,545",United Health Care,UHC BEHAVIORAL HEALTH SERVICE ONLY,34727,34725,1,2022,1,United Health Care,United Healthcare,0,Behavioral Health Organization (BHO) only (PIHP and/or PAHP)
WA,*201609409,Washington,FIMC (Comprehensive MCO),United Health Care,United Health Care,"King, Pierce, North Sound, Salish, Thurston-Mason, and Great Rivers","241,754",0,"241,754",United Health Care,UHC FULLY INTEGRATED MANAGED CARE,281228,281833,1,2022,1,United Health Care,United Healthcare,0,Comprehensive MCO
WA,*208525800,Washington,PCCM (Primary Care Case Management Entity (PCCM Entity)),Multiple Primary Care Providers,"","Clallam, Grays Harbor, King, Snohomish, Whatcom, Okanogan, Ferry, Stevens, Lincoln, Spokane, Benton, and Yakima",0,0,0,Multiple Primary Care Providers,LAKE ROOSEVELT COMMUNITY HEALTH CENTERS,51,51,1,2022,1,Multiple Primary Care Providers,Multiple Primary Care Providers,0,Primary Care Case Management (PCCM)
WA,*208713501,Washington,"","","","","",,"","",AMG - EMPLOYMENT,5408,5445,1,2022,1,Amerigroup,Anthem,0,""
WA,*208713502,Washington,"","","","","",,"","",AMG - HOUSING,10951,10996,1,2022,1,Amerigroup,Anthem,0,""
WA,*208713503,Washington,"","","","","",,"","",AMG - HOUSING & EMPLOYMENT,3836,3924,1,2022,1,Amerigroup,Anthem,0,""
WA,*209579901,Washington,Program of All-Inclusive Care for the Elderly (PACE),PACE,"",Statewide,"1,190",0,"1,190",PACE,INTERNATIONAL COMMUNITY HEALTH SERVICES- PACE,106,106,1,2022,1,International Community Health Services,International Community Health Services,0,Program of All-Inclusive Care for the Elderly (PACE)
WA,*217922601,Washington,Program of All-Inclusive Care for the Elderly (PACE),PACE,"",Statewide,0,0,0,PACE,PNW PACE-PACE,64,64,1,2022,1,PNW PACE Partners,International Community Health Services,0,Program of All-Inclusive Care for the Elderly (PACE)
WI,"",Wisconsin,Care4Kids (Other Prepaid Health Plan (PHP) (limited benefits)),Children’s Hospital of Wisconsin,"","Kenosha, Milwaukee, Ozaukee, Racine, Washington, and Washington Counties","2,805",0,"2,805",Children’s Hospital of Wisconsin,"",,,1,2022,1,Children's Hospital of Wisconsin,Children's Hospital of Wisconsin,0,Other Prepaid Health Plan (PHP) (limited benefits)
WI,*69000230,Wisconsin,BadgerCare Plus (Comprehensive MCO),"Dean Health Plan, Inc.","Dean Health Plan, Inc.","Columbia, Dane, Dodge, Iowa, Jefferson, Rock, and Sauk Counties","50,018",23,"50,041",Dean Health System and SSM Health Care,DEAN HEALTH PLAN,17369,17429,1,2022,1,"Dean Health Plan, Inc.",Dean Health Plan,0,Comprehensive MCO
WI,*69000231,Wisconsin,BadgerCare Plus (Comprehensive MCO),"Dean Health Plan, Inc.","Dean Health Plan, Inc.","Columbia, Dane, Dodge, Iowa, Jefferson, Rock, and Sauk Counties",0,0,0,Dean Health System and SSM Health Care,DEAN HEALTH PLAN,28837,28935,1,2022,1,"Dean Health Plan, Inc.",Dean Health Plan,0,Comprehensive MCO
WI,*69000932,Wisconsin,BadgerCare Plus (Comprehensive MCO),United Healthcare Community Plan,United Healthcare Community Plan,Statewide,"235,687",168,"235,855","UnitedHealthcare, Inc, PacifiCare Health Systems",UNITED HEALTHCARE COMMUNITY PLAN,130992,131404,1,2022,1,United Healthcare Community Plan,United Healthcare,0,Comprehensive MCO
WI,*69002331,Wisconsin,Wisconsin Partnership Program (Comprehensive MCO + MLTSS),Community Care Health Plan,Community Care Health Plan,"Calumet, Kenosha, Milwaukee. Outagamie, Ozaukee, Racine, Washington, Waukesha, and Waupaca Counties",0,0,0,CCI,"COMMUNITY CARE HEALTH PLAN, INC GSR8                                              ",389,390,1,2022,1,Community Health Care Plan,"Community Care, Inc.",0,Comprehensive MCO + MLTSS
WI,*69002341,Wisconsin,Wisconsin Partnership Program (Comprehensive MCO + MLTSS),Community Care Health Plan,Community Care Health Plan,"Calumet, Kenosha, Milwaukee. Outagamie, Ozaukee, Racine, Washington, Waukesha, and Waupaca Counties",0,0,0,CCI,"COMMUNITY CARE HEALTH PLAN, INC GSR6                                              ",152,152,1,2022,1,Community Health Care Plan,"Community Care, Inc.",0,Comprehensive MCO + MLTSS
WI,*69002630,Wisconsin,SSI Managed Care (Comprehensive MCO),Independent Care (Icare) Health Plan,Independent Care (iCare) Health Plan,"Adams, Brown, Calumet, Columbia, Crawford, Dane, Dodge, Door, Fond du Lac, Grant, Green, Green Lake, Iowa, Jackson, Jefferson, Juneau, Kenosha, Kewaunee, La Crosse, Manitowoc, Marinette, Milwaukee, Monroe, Oconto, Outagamie, Ozuakee, Racine, Richland, Rock, Sauk, Shawano, Sheboygan, Trempealeau, Vernon, Walworth, Washington, Waukesha, Waupaca, and Winnebago Counties","6,248",4646,"10,894",Humana,INDEPENDENT CARE (ICARE),7666,7691,1,2022,1,Independent Care (ICARE) Health Plan,"Independent Care Health Plan, Inc.",0,Comprehensive MCO
WI,*69002631,Wisconsin,SSI Managed Care (Comprehensive MCO),Independent Care (Icare) Health Plan,Independent Care (iCare) Health Plan,"Adams, Brown, Calumet, Columbia, Crawford, Dane, Dodge, Door, Fond du Lac, Grant, Green, Green Lake, Iowa, Jackson, Jefferson, Juneau, Kenosha, Kewaunee, La Crosse, Manitowoc, Marinette, Milwaukee, Monroe, Oconto, Outagamie, Ozuakee, Racine, Richland, Rock, Sauk, Shawano, Sheboygan, Trempealeau, Vernon, Walworth, Washington, Waukesha, Waupaca, and Winnebago Counties","",,"",Humana,INDEPENDENT CARE (ICARE),4765,4790,1,2022,1,Independent Care (ICARE) Health Plan,"Independent Care Health Plan, Inc.",0,Comprehensive MCO
WI,*69002731,Wisconsin,Family Care (MLTSS only - PIHP and/or PAHP),My Choice Wisconsin,"","Dane, Fond du Lac, Kenosha, Manitowoc, Milwaukee, Ozaukee, Racine, Sheboygan, Walworth, Washington, Waukesha, and Winnebago Counties",0,0,0,"Molina Healthcare, Inc.",MCW GSR12,1451,1451,1,2022,1,My Choice Wisconsin Health Plan Inc.,"My Choice Wisconsin, Inc.",0,MLTSS only (PIHP and/or PAHP)
WI,*69003530,Wisconsin,BadgerCare Plus (Comprehensive MCO),MHS Health Wisconsin,MHS Health Wisconsin,Statewide,0,0,0,Centene Corporation,MHS HEALTH WISCONSIN,31442,31620,1,2022,1,MHS Health Wisconsin,Centene,0,Comprehensive MCO
WI,*69004230,Wisconsin,Children Come First (CCF) (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),Children Come First,"",Dane County,90,0,90,Dane County Health and Human Services,CHILDREN COME FIRST,140,140,1,2022,1,Children Come First,Children Come First,0,Behavioral Health Organization (BHO) only (PIHP and/or PAHP)
WI,*69004330,Wisconsin,BadgerCare Plus (Comprehensive MCO),Security Health Plan of Wisc,Security Health Plan of Wisconsin,"Adams, Ashland, Barron, Bayfield, Buffalo, Burnette, Chippewa, Clark, Crawford, Dodge, Douglas, Dunn, Eau Claire, Forest, Green Lake, Iron, Jackson, Juneau, La Crosse, Langlade, Lincoln, Marathon, Marquette, Monroe, Oneida, Outagamie, Pepin, Pierce, Polk, Portage, Price, Rusk, Sawyer, Shawano, Taylor, Trempealeau, Vernon, Vilas, Washburn, Waupaca, Waushara, and Winnebago","75,573",65,"75,638",Marshfield Clinic Health System,SECURITY HEALTH PLAN OF WISC,67129,67296,1,2022,1,Security Health Plan of Wisconsin,Marshfield Clinic Health System,0,Comprehensive MCO
WI,*69004631,Wisconsin,BadgerCare Plus (Comprehensive MCO),Molina Healthcare of Wisconsin,Molina Healthcare of Wisconsin,"Brown, Calumet, Dodge, Door, Florence, Fond du Lac, Forest, Green Lake, Jefferson, Kenosha, Kewaunee, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Milwaukee, Oconto, Oneida, Outagamie, Ozaukee, Portage, Racine, Shawano, Sheboygan, Vilas, Walworth, Washington, Waukesha, Waupaca, Waushara, and Winnebago Counties","70,195",31,"70,226","Molina Healthcare, Inc.","MOLINA HEALTHCARE OF WISCONSIN, INC.                                              ",47998,48115,1,2022,1,Molina Healthcare of Wisconsin,Molina,0,Comprehensive MCO
WI,*69004632,Wisconsin,BadgerCare Plus (Comprehensive MCO),Molina Healthcare of Wisconsin,Molina Healthcare of Wisconsin,"Brown, Calumet, Dodge, Door, Florence, Fond du Lac, Forest, Green Lake, Jefferson, Kenosha, Kewaunee, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Milwaukee, Oconto, Oneida, Outagamie, Ozaukee, Portage, Racine, Shawano, Sheboygan, Vilas, Walworth, Washington, Waukesha, Waupaca, Waushara, and Winnebago Counties",0,0,0,"Molina Healthcare, Inc.","MOLINA HEALTHCARE OF WISCONSIN, INC.                                              ",13593,13648,1,2022,1,Molina Healthcare of Wisconsin,Molina,0,Comprehensive MCO
WI,*69004730,Wisconsin,BadgerCare Plus (Comprehensive MCO),Mercycare Health Plans,Mercycare Health Plans,Rock and Walworth Counties,"16,405",14,"16,419",Mercycare Health Plans,MERCYCARE HEALTH PLANS,14553,14610,1,2022,1,MercyCare Insurance Company,Mercy Health Corporation,0,Comprehensive MCO
WI,*69004831,Wisconsin,BadgerCare Plus (Comprehensive MCO),Network Health Plan,Network Health Plan,Statewide,"57,798",42,"57,840",Froedtert Health,NETWORK HEALTH PLAN,31490,31599,1,2022,1,Network Health Plan,"Network Health, Inc.",0,Comprehensive MCO
WI,*69005130,Wisconsin,WrapAround Milwaukee (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),WrapAround Milwaukee,"",Milwaukee County,789,0,789,Milwaukee County Health and Human Services,MILWAUKEE COUNTY MENTAL HEALTH,1190,1190,1,2022,1,WrapAround Milwaukee,WrapAround Milwaukee,0,Behavioral Health Organization (BHO) only (PIHP and/or PAHP)
WI,*69005530,Wisconsin,Family Care (MLTSS only - PIHP and/or PAHP),"Lakeland Care, Inc.","","Adams, Brown, Calumet, Columbia, Dodge, Door, Florence, Fond du Lac, Forest, Green Lake, Jefferson, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Menominee, Oconto, Oneida, Outagamie, Portage, Shawano, Vilas, Waupaca, Waushara, Winnebago, and Wood Counties",0,0,0,"Lakeland Care, Inc.","LAKELAND CARE, INC. GSR9                                                          ",2771,2773,1,2022,1,Lakeland Care Inc.,Lakeland Care,0,MLTSS only (PIHP and/or PAHP)
WI,*69005630,Wisconsin,Family Care (MLTSS only - PIHP and/or PAHP),"Inclusa, Inc.","","Ashland, Adams, Barron, Bayfield, Brown, Buffalo, Burnett, Calumet, Chippewa, Clark, Columbia, Crawford, Dodge, Door, Douglas, Dunn, Eau Claire, Florence, Forest, Fond du Lac, Grant, Green, Green Lake, Iowa, Iron, Jackson, Jefferson, Juneau, Kewaunee, La Crosse, Lafayette, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Menominee, Monroe, Oconto, Oneida, Outagamie, Ozaukee, Pepin, Pierce, Polk, Portage, Price, Richland, Rock, Rusk, St. Croix, Sauk, Sawyer, Shawano, Sheboygan, Taylor, Trempealeau, Vernon, Vilas, Walworth, Washburn, Washington, Waukesha, Waupaca, Waushara, Winnebago, and Wood Counties",0,0,0,Humana,INCLUSA GSR2,4156,4162,1,2022,1,Inclusa Inc.,Inclusa,0,MLTSS only (PIHP and/or PAHP)
WI,*69005730,Wisconsin,Family Care (MLTSS only - PIHP and/or PAHP),"Inclusa, Inc.","","Ashland, Adams, Barron, Bayfield, Brown, Buffalo, Burnett, Calumet, Chippewa, Clark, Columbia, Crawford, Dodge, Door, Douglas, Dunn, Eau Claire, Florence, Forest, Fond du Lac, Grant, Green, Green Lake, Iowa, Iron, Jackson, Jefferson, Juneau, Kewaunee, La Crosse, Lafayette, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Menominee, Monroe, Oconto, Oneida, Outagamie, Ozaukee, Pepin, Pierce, Polk, Portage, Price, Richland, Rock, Rusk, St. Croix, Sauk, Sawyer, Shawano, Sheboygan, Taylor, Trempealeau, Vernon, Vilas, Walworth, Washburn, Washington, Waukesha, Waupaca, Waushara, Winnebago, and Wood Counties",0,0,0,Humana,INCLUSA GSR4,4343,4351,1,2022,1,Inclusa Inc.,Inclusa,0,MLTSS only (PIHP and/or PAHP)
WI,*69005830,Wisconsin,Family Care (MLTSS only - PIHP and/or PAHP),My Choice Wisconsin,"","Dane, Fond du Lac, Kenosha, Manitowoc, Milwaukee, Ozaukee, Racine, Sheboygan, Walworth, Washington, Waukesha, and Winnebago Counties",0,0,0,"Molina Healthcare, Inc.",MCW GSR8,7697,7705,1,2022,1,My Choice Wisconsin Health Plan Inc.,"My Choice Wisconsin, Inc.",0,MLTSS only (PIHP and/or PAHP)
WI,*69005930,Wisconsin,Family Care (MLTSS only - PIHP and/or PAHP),"Inclusa, Inc.","","Ashland, Adams, Barron, Bayfield, Brown, Buffalo, Burnett, Calumet, Chippewa, Clark, Columbia, Crawford, Dodge, Door, Douglas, Dunn, Eau Claire, Florence, Forest, Fond du Lac, Grant, Green, Green Lake, Iowa, Iron, Jackson, Jefferson, Juneau, Kewaunee, La Crosse, Lafayette, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Menominee, Monroe, Oconto, Oneida, Outagamie, Ozaukee, Pepin, Pierce, Polk, Portage, Price, Richland, Rock, Rusk, St. Croix, Sauk, Sawyer, Shawano, Sheboygan, Taylor, Trempealeau, Vernon, Vilas, Walworth, Washburn, Washington, Waukesha, Waupaca, Waushara, Winnebago, and Wood Counties",0,0,0,Humana,INCLUSA GSR3,2479,2481,1,2022,1,Inclusa Inc.,Inclusa,0,MLTSS only (PIHP and/or PAHP)
WI,*69006030,Wisconsin,SSI Managed Care (Comprehensive MCO),Managed Health Services Insurance Corp.,MHS Health Wisconsin,Statewide,"4,965",2042,"7,007",Centene Corporation,MHS HEALTH WISCONSIN,3913,3938,1,2022,1,MHS Health Wisconsin,Centene,0,Comprehensive MCO
WI,*69006031,Wisconsin,SSI Managed Care (Comprehensive MCO),Managed Health Services Insurance Corp.,MHS Health Wisconsin,Statewide,0,0,0,Centene Corporation,MHS HEALTH WISCONSIN,4123,4150,1,2022,1,MHS Health Wisconsin,Centene,0,Comprehensive MCO
WI,*69006130,Wisconsin,SSI Managed Care (Comprehensive MCO),United Healthcare Community Plan,United Healthcare Community Plan,Statewide,"12,255",8290,"20,545","UnitedHealthcare, Inc., PacifiCare Health Systems",UNITED HEALTHCARE COMMUNITY PLAN,13407,13439,1,2022,1,United Healthcare Community Plan,United Healthcare,0,Comprehensive MCO
WI,*69006131,Wisconsin,SSI Managed Care (Comprehensive MCO),United Healthcare Community Plan,United Healthcare Community Plan,Statewide,0,0,0,"UnitedHealthcare, Inc., PacifiCare Health Systems",UNITED HEALTHCARE COMMUNITY PLAN,9426,9458,1,2022,1,United Healthcare Community Plan,United Healthcare,0,Comprehensive MCO
WI,*69006231,Wisconsin,SSI Managed Care (Comprehensive MCO),Molina Healthcare of Wisconsin,Molina Healthcare of Wisconsin,"Brown, Calumet, Dodge, Door, Florence, Fond du Lac, Forest, Green Lake, Jefferson, Kenosha, Kewaunee, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Milwaukee, Oconto, Oneida, Outagamie, Ozaukee, Portage, Racine, Shawano, Sheboygan, Vilas, Walworth, Washington, Waukesha, Waupaca, Waushara, and Winnebago Counties","2,528",921,"3,449","Molina Healthcare, Inc.","MOLINA HEALTHCARE OF WISCONSIN, INC.                                              ",3215,3238,1,2022,1,Molina Healthcare of Wisconsin,Molina,0,Comprehensive MCO
WI,*69006232,Wisconsin,SSI Managed Care (Comprehensive MCO),Molina Healthcare of Wisconsin,Molina Healthcare of Wisconsin,"Brown, Calumet, Dodge, Door, Florence, Fond du Lac, Forest, Green Lake, Jefferson, Kenosha, Kewaunee, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Milwaukee, Oconto, Oneida, Outagamie, Ozaukee, Portage, Racine, Shawano, Sheboygan, Vilas, Walworth, Washington, Waukesha, Waupaca, Waushara, and Winnebago Counties","",,"","Molina Healthcare, Inc.","MOLINA HEALTHCARE OF WISCONSIN, INC.                                              ",870,880,1,2022,1,Molina Healthcare of Wisconsin,Molina,0,Comprehensive MCO
WI,*69006330,Wisconsin,SSI Managed Care (Comprehensive MCO),Network Health Plan,Network Health Plan,Statewide,"3,278",1371,"4,649",Froedtert Health,NETWORK HEALTH PLAN,2301,2319,1,2022,1,Network Health Plan,"Network Health, Inc.",0,Comprehensive MCO
WI,*69006331,Wisconsin,SSI Managed Care (Comprehensive MCO),Network Health Plan,Network Health Plan,Statewide,0,0,0,Froedtert Health,NETWORK HEALTH PLAN,3094,3107,1,2022,1,Network Health Plan,"Network Health, Inc.",0,Comprehensive MCO
WI,*69006530,Wisconsin,BadgerCare Plus (Comprehensive MCO),Children's Community Health Plan,Children's Community Health Plan,"Brown, Calumet, Door, Fond du Lac, Green Lake, Jefferson, Kenosha, Kewaunee, Lincoln, Manitowoc, Marinette, Milwaukee, Oconto, Oneida, Outagamie, Ozuakee, Racine, Rock, Shawano, Sheboygan, Vilas, Washington, Waukesha, Waupaca, Waushara, and Winnebago Counties","153,508",42,"153,550",Children's Wisconsin,CHORUS COMMUNITY HEALTH PLANS,128830,129057,1,2022,1,Childrens Community Health Plan,Children's Hospital of Wisconsin,0,Comprehensive MCO
WI,*69006531,Wisconsin,BadgerCare Plus (Comprehensive MCO),Children's Community Health Plan,Children's Community Health Plan,"Brown, Calumet, Door, Fond du Lac, Green Lake, Jefferson, Kenosha, Kewaunee, Lincoln, Manitowoc, Marinette, Milwaukee, Oconto, Oneida, Outagamie, Ozuakee, Racine, Rock, Shawano, Sheboygan, Vilas, Washington, Waukesha, Waupaca, Waushara, and Winnebago Counties",0,0,0,Children's Wisconsin,CHORUS COMMUNITY HEALTH PLANS,12958,13019,1,2022,1,Childrens Community Health Plan,Children's Hospital of Wisconsin,0,Comprehensive MCO
WI,*69007830,Wisconsin,Family Care (MLTSS only - PIHP and/or PAHP),"Community Care, Inc.","","Adams, Brown, Calumet, Columbia, Dane, Dodge, Door, Florence, Fond du Lac, Forest, Green Lake, Jefferson, Kenosha, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Menominee, Milwaukee, Oconto, Oneida, Outagamie, Ozaukee, Portage, Racine, Shawano, Sheboygan, Vilas, Walworth, Washington, Waukesha, Waupaca, Waushara, Winnebago, and Wood Counties",0,0,0,CCI,"COMMUNITY CARE, INC. GSR11                                                        ",3245,3248,1,2022,1,Community Care Inc.,"Community Care, Inc.",0,MLTSS only (PIHP and/or PAHP)
WI,*69007833,Wisconsin,Family Care (MLTSS only - PIHP and/or PAHP),"Community Care, Inc.","","Adams, Brown, Calumet, Columbia, Dane, Dodge, Door, Florence, Fond du Lac, Forest, Green Lake, Jefferson, Kenosha, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Menominee, Milwaukee, Oconto, Oneida, Outagamie, Ozaukee, Portage, Racine, Shawano, Sheboygan, Vilas, Walworth, Washington, Waukesha, Waupaca, Waushara, Winnebago, and Wood Counties",0,0,0,CCI,"COMMUNITY CARE, INC. GSR6                                                         ",2278,2283,1,2022,1,Community Care Inc.,"Community Care, Inc.",0,MLTSS only (PIHP and/or PAHP)
WI,*69008130,Wisconsin,Family Care (MLTSS only - PIHP and/or PAHP),My Choice Wisconsin,"","Dane, Fond du Lac, Kenosha, Manitowoc, Milwaukee, Ozaukee, Racine, Sheboygan, Walworth, Washington, Waukesha, and Winnebago Counties",0,0,0,"Molina Healthcare, Inc.",MCW GSR5,2849,2853,1,2022,1,My Choice Wisconsin Health Plan Inc.,"My Choice Wisconsin, Inc.",0,MLTSS only (PIHP and/or PAHP)
WI,*69009019,Wisconsin,Family Care (MLTSS only - PIHP and/or PAHP),"Community Care, Inc.","","Adams, Brown, Calumet, Columbia, Dane, Dodge, Door, Florence, Fond du Lac, Forest, Green Lake, Jefferson, Kenosha, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Menominee, Milwaukee, Oconto, Oneida, Outagamie, Ozaukee, Portage, Racine, Shawano, Sheboygan, Vilas, Walworth, Washington, Waukesha, Waupaca, Waushara, Winnebago, and Wood Counties",0,0,0,CCI,"COMMUNITY CARE, INC. GSR8                                                         ",4811,4814,1,2022,1,Community Care Inc.,"Community Care, Inc.",0,MLTSS only (PIHP and/or PAHP)
WI,*69009021,Wisconsin,Wisconsin Partnership Program (Comprehensive MCO + MLTSS),Independent Care Health Plan – iCare,Independent Care (iCare) Health Plan,"Brown, Columbia, Dane, Dodge, Fon du Lac, Jefferson, Manitowoc, Ozaukee, Sauk, Washington, Waukesha, and Winnebago Counties.",0,0,0,"Humana, Inc.",INDEPENDENT CARE (ICARE) GSR8,1199,1201,1,2022,1,Independent Care (ICARE) Health Plan,"Independent Care Health Plan, Inc.",0,Comprehensive MCO + MLTSS
WI,*69009024,Wisconsin,Family Care (MLTSS only - PIHP and/or PAHP),"Community Care, Inc.","","Adams, Brown, Calumet, Columbia, Dane, Dodge, Door, Florence, Fond du Lac, Forest, Green Lake, Jefferson, Kenosha, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Menominee, Milwaukee, Oconto, Oneida, Outagamie, Ozaukee, Portage, Racine, Shawano, Sheboygan, Vilas, Walworth, Washington, Waukesha, Waupaca, Waushara, Winnebago, and Wood Counties",0,0,0,CCI,"COMMUNITY CARE, INC. GSR10                                                        ",2010,2012,1,2022,1,Community Care Inc.,"Community Care, Inc.",0,MLTSS only (PIHP and/or PAHP)
WI,*69009025,Wisconsin,Wisconsin Partnership Program (Comprehensive MCO + MLTSS),Community Care Health Plan,Community Care Health Plan,"Calumet, Kenosha, Milwaukee. Outagamie, Ozaukee, Racine, Washington, Waukesha, and Waupaca Counties",230,527,757,CCI,"COMMUNITY CARE HEALTH PLAN, INC GSR10                                             ",144,145,1,2022,1,Community Care Inc.,"Community Care, Inc.",0,Comprehensive MCO + MLTSS
WI,*69009027,Wisconsin,BadgerCare Plus (Comprehensive MCO),Anthem Blue Cross Blue Shield,Anthem Blue Cross Blue Shield,Statewide,"149,057",127,"149,184","Anthem, Inc.",ANTHEM BLUE CROSS BLUE SHIELD,53033,53157,1,2022,1,Anthem Blue Cross Blue Shield,Anthem,0,Comprehensive MCO
WI,*69009030,Wisconsin,"","","","","",,"","",LOGISTICARE SOLUTIONS LLC,1,,1,2022,1,Modivcare,Modivcare,0,""
