state,state_cd,year,cms_notes,cms_plan_type,cms_program_name,cms_plan_name,cms_geographic_region,cms_medicaid_only_enrollment,cms_dual_enrollment,cms_total_enrollment,cms_parent_organization,kff_mco_name,kff_comprehensive_plan,taf_mc_plan_id,taf_mc_plan_name,taf_mc_plan_type_cd,taf_enrollment,taf_enrollment_in_claims,chse_matched_next_year,chse_blue_cross_blue_shield_flag,chse_parent_firm,chse_mco_name,kff_parent_firm,chse_matched_last_year
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200058580Y,OSU-AJ JAMES TURRENTINE,70,572,521,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200058580Z,OSU-AJ WILLIAM HERRON,70,2121,1949,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200059010A,BROOME JOSEPH C,70,977,865,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200060820A,SMOTHERS KRISTY M,70,1626,1514,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200061200A,KONG WING LEE MD PLLC,70,640,585,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200061330B,HERNANDEZ GINA E,70,264,253,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200064460A,FAMILY HEALTHCARE CLINIC INC,70,344,309,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200067580A,DR MICKEY TYRRELL MD PLLC,70,714,666,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200069200F,OSU-AJ FORRESTAL FAMILY CLINIC,70,2273,2139,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200069200H,OSU-AJ FAMILY PRACTICE ASSOCIATES,70,359,334,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200070130B,PEREZ WILLARD O,70,32,29,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200071190A,JEANNE M SCHAEFER,70,917,844,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200071420B,ROBERT CLARK FAMILY HEALTH CENTER,70,276,250,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200071420E,HOMINY FAMILY HEALTH CENTER,70,1036,947,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200071420H,NEWKIRK FAMILY HEALTH CENTER,70,1958,1771,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200071700B,NIA ARDESHIR F,70,2,,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200072150B,PUSHMATAHA FAMILY MEDICAL CENTER,70,746,715,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200072150E,PUSHMATAHA FAMILY MEDICAL CENTER INC,70,259,252,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200073560A,BEBECITOS CHILDREN'S CLINIC,70,338,304,,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200074640A,MUSKOGEE FAMILY CARE LLC,70,1630,1407,,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200075950D,KROEKER CHERYL B,70,12,,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200075990A,NOE LISA D,70,536,497,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200076010B,NOBLE FAMILY HEALTHCARE CLINIC,70,2797,2547,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200076210B,OSU-AJ BRENDA STUTZMAN,70,436,385,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200076210M,OSU-AJ R MICHAEL EIMEN DO,70,451,382,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200076210P,OSU-AJ CAMS,70,1237,1153,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200076210Y,OSU-AJ DENNIS J CARTER DO PC,70,81,74,,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200077550B,GALUTIA CHELSEA S,70,284,264,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200078380A,BAKER DUSTIN R,70,307,275,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200078420B,OSWEGO COMMUNITY CLINIC,70,1,1,,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200078840A,GRATZ ADDIE B,70,3,3,,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200079020A,OEPIC II DEFAULT PROVIDER,70,4604,,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200079670A,"MOORE PRIMARY CARE, INC                                                           ",70,2495,2160,,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200081110A,GORE JAMIE L,70,267,247,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200081520B,LAFARLETTE AMANDA L,70,412,367,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200081580A,MCGUIRE CARRIE H,70,5,,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200082480B,PASZKOWIAK JAROSLAW K,70,346,336,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200082520A,COMMUNITY HEALTH CONNECTION,70,3771,3351,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200082520B,"COMMUNITY HEALTH CONNECTION, INC.                                                 ",70,2311,2097,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200082840A,CASWELL JOHN E,70,20,21,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200083240B,BAKER KRISTY R,70,12,12,,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200085240B,GRIM STEPHANIE C,70,271,259,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200087300C,WILLIAMS CHRISTIANA E,70,2216,2155,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200087750A,EARLEY KRISTIN F,70,83,70,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200087800E,ADVANCE PAIN MANAGEMENT OF OKLAHOMA PC,70,125,109,,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200087830A,ROBERT R HORANZY MD PLLC,70,381,322,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200087850A,"TULSA PEDIATRIC GROUP, P.C.                                                       ",70,402,383,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200090160A,REDHAGE PATRICIA,70,248,243,,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200090300A,VERAGIWALA JIGNESH J,70,2,2,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200091560G,OSU-AJ J SCOTT CLARK DO PC,70,666,629,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200091560N,OSU-AJ SMH REDWOOD CLINIC,70,1196,1119,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200091560T,OSU-AJ SOUTH TULSA PEDIATRICS,70,1171,1090,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200091850A,PATTERSON KEITH S,70,149,146,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200091940B,BUTLER WANDA F,70,1264,1191,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200093380B,CORMAN III MAURICE E,70,143,114,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200094240B,ST ANTHONY FAMILY HEALTH CENTER EAST,70,129,121,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200095750A,SOUTH MOORE MEDICIAL CLINIC PC,70,880,809,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200095830A,KIDZCHOICE,70,975,911,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200095950A,ARYAN P KADIVAR MD PC,70,538,498,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200096500B,MATHUR ASHISH,70,40,40,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200097020D,"ABOLGHASEM REZAEI , M,D P.C                                                       ",70,18,,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200097040A,OWENS JOHN L,70,230,211,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200097630B,GANN RON M,70,18,17,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200098060A,OWEN MAX,70,522,437,,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200098110A,KRISHNAMURTHY ASHOK,70,510,461,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200099190C,COMMUNITY HEALTH CENTER OF SOUTHEAST KANSAS INC,70,13,13,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200099190D,COMMUNITY HEALTH CENTER OF SOUTHEAST KANSAS INC,70,12,,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200099190E,"COMMUNITY HEALTH CENTER OF SOUTHEAST KANSAS, INC.                                 ",70,224,197,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200099190F,"COMMUNITY HEALTH CENTER OF SOUTHEAST KANSAS, INC.                                 ",70,1,1,,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200099190G,COMMUNITY HEALTH CENTER OF SOUTHEAST KANSAS INC,70,55,46,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200099660A,GENERATIONS FAMILY MEDICAL CLINIC,70,1718,1540,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200099660C,GENERATIONS FAMILY MEDICAL,70,3195,2794,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200099660D,"GENERATIONS FAMILY MEDICAL CLINIC, LLC                                            ",70,2727,2368,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200099660E,"GENERATIONS FAMILY MEDICAL CLINIC, LLC                                            ",70,1239,1128,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200099790C,LEDBETTER BRYAN K,70,1394,1220,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200100700A,AHS OKLA - CARL SMITH,70,85,83,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200100700C,AHS OKLA - CHRISTOPHER CHOW,70,134,101,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200100700M,AHS OKLA - YANCY GALUTIA DO,70,181,163,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200100700O,AHS OKLA - PAUL BATTLES DO,70,140,130,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200100900A,ALDRICH RYAN K,70,168,158,,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200101700A,"MICHAEL D. FURGESON, MD INC                                                       ",70,3382,3055,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200101720A,LAUGHLIN MYNA M,70,947,885,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200101920A,CLICK RUSSELL C,70,101,90,,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200103730A,HALL SHARON E,70,317,302,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
Oklahoma,OK,2017,"",Primary Care Case Management (PCCM),SoonerCare Choice (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,0,0,0,Multiple Primary Care Providers,"",0,*200104590A,SOUTH CENTRAL MEDICAL RESOURCE CENTER,70,943,823,1,0,Oklahoma Health Care Authority,Multiple Primary Care Providers,,
